moviename,openingdate,sales,attendance,screen,playcount,country,distributor,director,genre,actor,filmrank
탐정 : 더 비기닝,2015.9.24,20463956973.0,2625686.0,764.0,54995.0,0,(주)씨제이이엔엠,김정훈,0,2,2
내가 살인범이다,2012.11.8,20392266000.0,2729798.0,547.0,58409.0,0,(주)쇼박스,정병길,2,2,3
오싹한 연애,2011.12.1,20289813500.0,2777998.0,544.0,54630.0,0,(주)씨제이이엔엠,황인호,11,2,1
터미네이터: 다크 페이트,2019.10.30,20153895830.0,2409062.0,1315.0,81336.0,1,월트디즈니컴퍼니코리아 유한책임회사,팀 밀러,7,3,2
조작된 도시,2017.2.9,20143992587.0,2515501.0,1019.0,62241.0,0,(주)씨제이이엔엠,배종,2,3,2
사바하,2019.2.20,20007508194.0,2398519.0,1174.0,78096.0,0,(주)씨제이이엔엠,장재현,9,3,2
레디 플레이어 원,2018.3.28,19933108071.0,2254430.0,1079.0,77173.0,1,워너브러더스 코리아(주),스티븐 스필버그,2,3,1
시라노; 연애조작단,2010.9.16,19838369000.0,2684783.0,415.0,77736.0,0,롯데쇼핑㈜롯데엔터테인먼트,김현석,11,3,1
조선명탐정: 흡혈괴마의 비밀,2018.2.8,19822789764.0,2444136.0,1249.0,74953.0,0,(주)쇼박스,김석윤,8,3,1
타짜: 원 아이드 잭,2019.9.11,19687029214.0,2229239.0,1429.0,66479.0,0,롯데컬처웍스(주)롯데엔터테인먼트,권오광,5,3,3
레미제라블,2012.12.19,19635813500.0,2707479.0,592.0,49348.0,1,유니버설픽쳐스인터내셔널 코리아(유),래드 리,4,3,2
맘마미아!2,2018.8.8,19607520003.0,2293884.0,750.0,59060.0,1,유니버설픽쳐스인터내셔널 코리아(유),올 파커,16,3,1
미션임파서블:고스트프로토콜,2011.12.15,19536876000.0,2533735.0,697.0,53514.0,1,(주)씨제이이엔엠,브래드 버드,2,2,2
마이펫의 이중생활,2016.8.3,19406436655.0,2520670.0,726.0,39653.0,1,유니버설픽쳐스인터내셔널 코리아(유),크리스 리노드,6,3,0
7광구,2011.8.4,19391653500.0,2242510.0,812.0,47346.0,0,(주)씨제이이엔엠,김지훈,7,3,2
후궁 : 제왕의 첩,2012.6.6,19330302500.0,2636320.0,624.0,69104.0,0,롯데쇼핑㈜롯데엔터테인먼트,김대승,11,3,3
재심,2017.2.15,19266319637.0,2421197.0,935.0,68402.0,0,"오퍼스픽쳐스(유),CGV아트하우스",김태윤,4,3,2
위험한 상견례,2011.3.31,19174920500.0,2595625.0,524.0,75068.0,0,롯데쇼핑㈜롯데엔터테인먼트,김진영,11,3,2
나우 유 씨 미 : 마술사기단,2013.8.22,19146691869.0,2718227.0,691.0,54658.0,1,롯데쇼핑㈜롯데엔터테인먼트,루이스 리터리어,5,3,1
엑스맨: 퍼스트 클래스,2011.6.2,19075363000.0,2533852.0,587.0,56827.0,1,이십세기폭스코리아(주),매튜 본,7,3,1
보스 베이비,2017.5.3,18936306704.0,2452245.0,1116.0,48379.0,1,(주)씨제이이엔엠,톰 맥그라스,6,3,0
브레이킹 던 part2,2012.11.15,18909583065.0,2654817.0,665.0,56995.0,1,(주)넥스트엔터테인먼트월드(NEW),빌 콘돈,4,3,2
배트맨 대 슈퍼맨: 저스티스의 시작,2016.3.24,18906246428.0,2256913.0,1709.0,95669.0,1,워너브러더스 코리아(주),잭 스나이더,2,3,1
메이즈 러너: 데스 큐어,2018.1.17,18902873104.0,2299732.0,1090.0,58918.0,1,이십세기폭스코리아(주),웨스 볼,2,3,1
알리타: 배틀 엔젤,2019.2.5,18571455667.0,1952063.0,1043.0,52666.0,1,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",로버트 로드리게즈,2,3,1
신의 한 수: 귀수편,2019.11.7,18463776050.0,2157437.0,1246.0,82178.0,0,(주)씨제이이엔엠,리건,5,3,2
화차,2012.3.8,18459428000.0,2436438.0,548.0,62643.0,0,필라멘트픽쳐스,변영주,9,3,2
스파이,2015.5.21,18417637358.0,2318748.0,665.0,62960.0,1,이십세기폭스코리아(주),존 왓츠,2,3,1
테넷,2020.8.26,18396929850.0,1992214.0,2228.0,164758.0,1,워너브러더스 코리아(주),크리스토퍼 놀란,2,3,1
로건,2017.3.1,18391060223.0,2169109.0,954.0,68709.0,1,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",스티븐 소더버그,0,3,1
블라인드,2011.8.10,18390012500.0,2367942.0,404.0,49358.0,0,(주)넥스트엔터테인먼트월드(NEW),타마르 반 덴 도프,4,3,2
박열,2017.6.28,18093639795.0,2359206.0,1176.0,78499.0,0,메가박스중앙(주)플러스엠,이준익,4,3,1
이웃사람,2012.8.22,18088462369.0,2434269.0,600.0,56752.0,0,롯데쇼핑㈜롯데엔터테인먼트,김휘,12,3,3
모아나,2017.1.12,18056417307.0,2310206.0,953.0,53162.0,1,월트디즈니컴퍼니코리아 유한책임회사,론 클레멘츠,6,3,0
명당,2018.9.19,17900775524.0,2087474.0,1117.0,58450.0,0,메가박스중앙(주)플러스엠,박희곤,18,3,1
의뢰인,2011.9.29,17797042500.0,2393086.0,522.0,58414.0,0,(주)쇼박스,손영성,4,3,2
가문의 영광4 - 가문의 수난,2011.9.7,17792219500.0,2368267.0,537.0,48432.0,0,(주)넥스트엔터테인먼트월드(NEW),정태원,0,3,2
강남 1970,2015.1.21,17718699499.0,2192276.0,841.0,53304.0,0,(주)쇼박스,유하,2,3,3
화이: 괴물을 삼킨 아이,2013.10.9,17695412795.0,2394453.0,817.0,59049.0,0,(주)쇼박스,장준환,2,3,3
장화신은 고양이,2012.1.12,17602643500.0,2080445.0,593.0,45451.0,1,(주)씨제이이엔엠,제롬 데셤프스,6,2,0
테이큰 2,2012.9.27,17581098553.0,2308596.0,682.0,51344.0,1,이십세기폭스코리아(주),올리비에 메가턴,2,3,3
007 스카이폴,2012.10.26,17487213000.0,2376145.0,748.0,51357.0,1,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),샘 멘데스,2,3,2
원더 우먼,2017.5.31,17468588886.0,2165401.0,1034.0,57818.0,1,워너브러더스 코리아(주),패티 젠킨스,2,3,1
겟 아웃,2017.5.17,17431830075.0,2138174.0,945.0,56530.0,1,유니버설픽쳐스인터내셔널 코리아(유),맷 루트릿지,2,2,3
악의 연대기,2015.5.14,17361815332.0,2192525.0,776.0,64351.0,0,(주)씨제이이엔엠,백운학,5,3,2
맨 오브 스틸,2013.6.13,17092964063.0,2182227.0,998.0,55514.0,1,워너브러더스 코리아(주),잭 스나이더,2,3,1
하녀,2010.5.13,17038639000.0,2267556.0,555.0,59621.0,0,(주)싸이더스,마이클 워커,12,3,3
협상,2018.9.19,17032133166.0,1967721.0,919.0,57926.0,0,(주)씨제이이엔엠,이종석,5,2,2
해리 포터와 죽음의 성물1,2010.12.15,16974636000.0,2396988.0,717.0,40463.0,1,워너브러더스 코리아(주),데이빗 예이츠,2,3,0
백두산,2019.12.19,16921016530.0,1962407.0,1241.0,74413.0,0,"(주)씨제이이엔엠,(주)덱스터스튜디오",이해준,4,3,1
굿바이 싱글,2016.6.29,16912706195.0,2108273.0,841.0,56380.0,0,(주)쇼박스,김태곤,0,3,2
혹성탈출: 종의 전쟁,2017.8.15,16854482778.0,2051315.0,1017.0,44543.0,1,이십세기폭스코리아(주),맷 리브스,2,3,1
나잇&데이,2010.6.24,16777869600.0,2243484.0,494.0,54797.0,1,이십세기폭스코리아(주),크리스 리델,0,1,3
나의 사랑 나의 신부,2014.10.8,16636404305.0,2141155.0,629.0,69681.0,0,씨네그루(주)다우기술,임찬상,11,2,2
호빗: 스마우그의 폐허,2013.12.12,16564184549.0,2115878.0,811.0,35223.0,1,워너브러더스 코리아(주),피터 잭슨,3,3,1
배틀쉽,2012.4.11,16545921500.0,2241687.0,736.0,53109.0,1,유니버설픽쳐스인터내셔널 코리아(유),피터 버그,2,3,1
루시,2014.9.3,16468076039.0,1974893.0,641.0,44585.0,1,유니버설픽쳐스인터내셔널 코리아(유),김준성,7,2,2
걸리버 여행기,2011.1.27,16441365500.0,1762071.0,527.0,41181.0,1,이십세기폭스코리아(주),롭 레터맨,8,3,0
컨저링,2013.9.17,16353225777.0,2262758.0,563.0,48616.0,1,워너브러더스 코리아(주),마이클 차베즈,14,3,2
내안의 그놈,2019.1.9,16302228567.0,1902828.0,1041.0,61683.0,0,"(주)메리크리스마스,TCO(주)더콘텐츠온",강효진,3,3,2
봉이 김선달,2016.7.6,16227052642.0,2051277.0,942.0,51418.0,0,(주)씨제이이엔엠,박대민,0,3,1
인투 더 스톰,2014.8.28,16157166332.0,2078698.0,585.0,45899.0,1,워너브러더스 코리아(주),스티븐 쿼일,2,3,1
뷰티 인사이드,2015.8.20,16148479531.0,2053435.0,648.0,52618.0,0,(주)넥스트엔터테인먼트월드(NEW),백종열,11,3,1
레버넌트: 죽음에서 돌아온 자,2016.1.14,16107360130.0,2007188.0,967.0,55063.0,1,이십세기폭스코리아(주),알레한드로 곤잘레스 이냐리투,8,3,2
논스톱,2014.2.27,16066549940.0,2084482.0,582.0,58217.0,1,(주)넥스트엔터테인먼트월드(NEW),에브라힘 하타미키아,2,2,2
토르: 천둥의 신,2011.4.28,15985737000.0,1694562.0,496.0,45188.0,1,(주)씨제이이엔엠,케네스 브래너,3,3,1
#살아있다,2020.6.24,15968219900.0,1903992.0,1882.0,137073.0,0,롯데컬처웍스(주)롯데엔터테인먼트,조일형,4,2,2
수어사이드 스쿼드,2016.8.3,15874111188.0,1898220.0,823.0,29512.0,1,워너브러더스 코리아(주),엑셀 브라운,2,3,3
라이프 오브 파이,2013.1.1,15812506500.0,1588373.0,392.0,32722.0,1,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)",이안,8,2,0
마약왕,2018.12.19,15784724552.0,1813594.0,1297.0,41658.0,0,(주)쇼박스,우민호,5,3,3
컨저링 2,2016.6.9,15759374229.0,1928605.0,640.0,45816.0,1,워너브러더스 코리아(주),제임스 완,14,3,2
내부자들: 디 오리지널,2015.12.31,15742927260.0,1924720.0,838.0,45697.0,0,(주)쇼박스,우민호,5,3,3
애나벨 : 인형의 주인,2017.8.10,15527492238.0,1934270.0,1006.0,35103.0,1,워너브러더스 코리아(주),데이비드 F. 샌드버그,14,3,2
노아,2014.3.20,15514373500.0,2026594.0,952.0,56722.0,1,(주)씨제이이엔엠,토비 젠켈,6,3,0
변신,2019.8.21,15417922925.0,1804112.0,975.0,63211.0,0,(주)에이스메이커무비웍스,헨크 프리토리우스,14,2,2
초능력자,2010.11.10,15374489000.0,2130606.0,612.0,58000.0,0,(주)넥스트엔터테인먼트월드(NEW),김민석,7,3,2
쩨쩨한 로맨스,2010.12.1,15338827000.0,2009586.0,450.0,46199.0,0,롯데쇼핑㈜롯데엔터테인먼트,김정훈,11,2,3
뺑반,2019.1.30,15224305848.0,1826912.0,1285.0,47215.0,0,(주)쇼박스,한준희,5,3,2
테이큰 3,2015.1.1,15088105000.0,1860934.0,616.0,38060.0,1,이십세기폭스코리아(주),올리비에 메가턴,2,3,2
몽타주,2013.5.16,15002458500.0,2095592.0,544.0,53195.0,0,(주)넥스트엔터테인먼트월드(NEW),정근섭,12,3,2
이클립스,2010.7.7,14945720000.0,2069246.0,535.0,46355.0,1,(주)넥스트엔터테인먼트월드(NEW),데이빗 슬레이드,3,3,1
오늘의 연애,2015.1.14,14924654487.0,1891993.0,709.0,47237.0,0,(주)씨제이이엔엠,박진표,11,3,2
담보,2020.9.29,14748867550.0,1719521.0,1342.0,110260.0,0,(주)씨제이이엔엠,강대규,4,3,1
마당을 나온 암탉,2011.7.28,14668226000.0,2201273.0,363.0,39224.0,0,롯데쇼핑㈜롯데엔터테인먼트,오성윤,6,3,0
강철비2: 정상회담,2020.7.29,14661646110.0,1791533.0,2137.0,106658.0,0,롯데컬처웍스(주)롯데엔터테인먼트,양우석,4,3,2
저스티스 리그,2017.11.15,14629677795.0,1786383.0,1308.0,73390.0,1,워너브러더스 코리아(주),잭 스나이더,2,3,1
노무현입니다,2017.5.25,14556517612.0,1855149.0,775.0,61327.0,0,"CGV아트하우스,영화사 풀",이창재,1,1,1
레지던트 이블 4: 끝나지 않은 전쟁 3D,2010.9.16,14533948000.0,1190008.0,337.0,37849.0,1,한국소니픽쳐스릴리징브에나비스타영화㈜,폴 앤더슨,2,1,3
남자가 사랑할 때,2014.1.22,14510222300.0,1979311.0,531.0,41123.0,0,(주)넥스트엔터테인먼트월드(NEW),한동욱,4,2,2
페르시아의 왕자: 시간의 모래,2010.5.27,14483501000.0,1970823.0,567.0,51307.0,1,한국소니픽쳐스릴리징브에나비스타영화㈜,마이크 뉴웰,2,3,1
지.아이.조 2,2013.3.28,14457048500.0,1855917.0,766.0,62627.0,1,(주)씨제이이엔엠,존 추,2,3,2
샌 안드레아스,2015.6.3,14435844152.0,1716455.0,847.0,62016.0,1,워너브러더스 코리아(주),브래드 페이튼,2,3,1
용의자,2013.12.24,14408028500.0,1954586.0,618.0,42310.0,0,(주)쇼박스,소유붕,4,3,1
토이 스토리 3,2010.8.5,14319338600.0,1458865.0,393.0,28615.0,1,한국소니픽쳐스릴리징브에나비스타영화㈜,리 언크리치,6,3,0
007 스펙터,2015.11.11,14301476030.0,1820760.0,1105.0,51940.0,1,유니버설픽쳐스인터내셔널 코리아(유),샘 멘데스,2,3,2
킬러의 보디가드,2017.8.30,14020395800.0,1721757.0,482.0,42002.0,1,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",패트릭 휴즈,2,3,2
콩: 스컬 아일랜드,2017.3.8,13990563383.0,1689717.0,984.0,56425.0,1,워너브러더스 코리아(주),조던 복트-로버츠,2,3,1
삼진그룹 영어토익반,2020.10.21,13981414470.0,1571286.0,1615.0,139275.0,0,롯데컬처웍스(주)롯데엔터테인먼트,이종필,4,3,1
악마를 보았다,2010.8.12,13919416500.0,1817063.0,490.0,42721.0,0,(주)쇼박스,김지운,5,2,3
주먹왕 랄프 2: 인터넷 속으로,2019.1.3,13877029723.0,1754375.0,1453.0,56412.0,1,월트디즈니컴퍼니코리아 유한책임회사,필 존스턴,6,3,0
라스트 에어벤더,2010.8.19,13854892500.0,1371164.0,399.0,32416.0,1,CJ ENM,M. 나이트 샤말란,3,3,0
해결사,2010.9.9,13844624000.0,1843404.0,525.0,59325.0,0,"(주)넥스트엔터테인먼트월드(NEW),(주)에스비에스콘텐츠허브",아칸 사타예브,2,2,2
쥬만지: 새로운 세계,2018.1.3,13814824864.0,1708672.0,791.0,41806.0,1,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,제이크 캐스단,2,3,1
걸캅스,2019.5.9,13812802134.0,1629528.0,973.0,63163.0,0,(주)씨제이이엔엠,정다원,0,2,2
연애의 온도,2013.3.21,13798864446.0,1865195.0,567.0,57847.0,0,롯데쇼핑㈜롯데엔터테인먼트,노덕,11,2,3
도굴,2020.11.4,13764680410.0,1523514.0,1635.0,133284.0,0,(주)씨제이이엔엠,박정배,5,3,1
글러브,2011.1.20,13756104000.0,1887731.0,605.0,44725.0,0,CJ ENM,강우석,4,3,0
아쿠아맨,2018.12.19,13659344323.0,1546297.0,1158.0,50500.0,1,워너브러더스 코리아(주),제임스 완,2,3,1
이미테이션 게임,2015.2.17,13655929120.0,1743963.0,541.0,44782.0,1,메가박스중앙(주)플러스엠,모튼 틸덤,4,3,2
23 아이덴티티,2017.2.22,13609648135.0,1675819.0,952.0,44104.0,1,유니버설픽쳐스인터내셔널 코리아(유),M. 나이트 샤말란,14,2,2
아이들...,2011.2.17,13579712500.0,1867849.0,504.0,41515.0,0,롯데쇼핑㈜롯데엔터테인먼트,이규만,5,3,2
쎄시봉,2015.2.5,13571515911.0,1715370.0,829.0,51744.0,0,(주)씨제이이엔엠,김현석,11,3,2
나의 PS 파트너,2012.12.6,13548606616.0,1786831.0,552.0,37625.0,0,(주)씨제이이엔엠,변성현,11,2,3
제보자,2014.10.2,13515762802.0,1755181.0,676.0,58358.0,0,메가박스중앙(주)플러스엠,임순례,4,3,1
닥터 두리틀,2020.1.8,13449206760.0,1607082.0,1290.0,68634.0,1,유니버설픽쳐스인터내셔널 코리아(유),스티븐 개건,0,1,0
코리아,2012.5.3,13448848500.0,1872681.0,537.0,49679.0,0,(주)씨제이이엔엠,문현성,4,2,1
300: 제국의 부활,2014.3.6,13395159700.0,1593116.0,720.0,54902.0,1,워너브러더스 코리아(주),노암 머로,2,3,3
창궐,2018.10.25,13275772490.0,1599290.0,1351.0,60687.0,0,(주)넥스트엔터테인먼트월드(NEW),김성훈,2,2,2
성난황소,2018.11.22,13236490737.0,1593386.0,1010.0,48932.0,0,(주)쇼박스,김민호,5,2,2
분노의 질주: 더 맥시멈,2013.5.22,13210338042.0,1790916.0,657.0,44371.0,1,유니버설픽쳐스인터내셔널 코리아(유),저스틴 린,2,3,2
러브픽션,2012.2.29,13200412500.0,1726202.0,617.0,44130.0,0,(주)넥스트엔터테인먼트월드(NEW),전계수,11,2,2
퍼시 잭슨과 번개 도둑,2010.2.11,13158158500.0,1846180.0,334.0,43667.0,1,이십세기폭스코리아(주),크리스 콜럼버스,3,3,1
터보,2013.7.25,13116737000.0,1924414.0,634.0,28783.0,1,(주)씨제이이엔엠,데이빗 소렌,6,3,0
스타트렉 다크니스,2013.5.30,12964828000.0,1605271.0,607.0,40504.0,1,(주)씨제이이엔엠,J.J. 에이브럼스,2,3,1
정직한 후보,2020.2.12,12854297030.0,1538038.0,1187.0,89425.0,0,(주)넥스트엔터테인먼트월드(NEW),장유정,0,3,1
도어락,2018.12.5,12792097886.0,1559616.0,954.0,53732.0,0,메가박스중앙(주)플러스엠,이권,12,3,2
전설의 주먹,2013.4.10,12777314500.0,1744585.0,724.0,57593.0,0,(주)씨제이이엔엠,강우석,2,3,3
인디펜던스 데이 : 리써전스,2016.6.22,12770879840.0,1500830.0,926.0,47432.0,1,이십세기폭스코리아(주),롤랜드 에머리히,2,3,1
언터처블: 1%의 우정,2012.3.22,12735040000.0,1720472.0,454.0,48976.0,1,(주)넥스트엔터테인먼트월드(NEW),올리비에르 나카체,0,2,1
평양성,2011.1.27,12684530500.0,1717566.0,483.0,41860.0,0,롯데쇼핑㈜롯데엔터테인먼트,이준익,0,3,1
임금님의 사건수첩,2017.4.26,12651193723.0,1635003.0,1054.0,53005.0,0,(주)씨제이이엔엠,문현성,0,2,1
어스,2019.3.27,12586771104.0,1475087.0,1132.0,58522.0,1,유니버설픽쳐스인터내셔널 코리아(유),조던 필,12,3,2
마다가스카3 : 이번엔 서커스다!,2012.6.6,12521043500.0,1629799.0,564.0,34150.0,1,(주)씨제이이엔엠,에릭 다넬,6,3,0
블랙 스완,2011.2.24,12484661500.0,1623310.0,344.0,46840.0,1,"(주)영화사 그램,이십세기폭스코리아(주)",브렛 뮬렌,14,3,3
엑소더스: 신들과 왕들,2014.12.3,12442681926.0,1511195.0,865.0,43742.0,1,이십세기폭스코리아(주),리들리 스콧,4,2,1
집으로 가는 길,2013.12.11,12373339745.0,1763231.0,740.0,39811.0,0,(주)씨제이이엔엠,방은진,4,2,2
드래곤 길들이기 3,2019.1.30,12346432876.0,1507922.0,971.0,42407.0,1,유니버설픽쳐스인터내셔널 코리아(유),딘 데블로이스,6,3,0
공범,2013.10.24,12333110882.0,1766285.0,611.0,51425.0,0,(주)씨제이이엔엠,최승호,1,3,2
더 폰,2015.10.22,12309164568.0,1593694.0,794.0,53599.0,0,(주)넥스트엔터테인먼트월드(NEW),김봉주,2,3,2
분노의 질주: 언리미티드,2011.4.20,12292868000.0,1621973.0,457.0,43329.0,1,유니버설픽쳐스인터내셔널 코리아(유),저스틴 린,2,3,2
아이스 에이지 4: 대륙 이동설,2012.7.25,12291969704.0,1648110.0,501.0,26899.0,1,이십세기폭스코리아(주),스티브 마티노,6,3,0
두근두근 내 인생,2014.9.3,12291081634.0,1624601.0,629.0,40158.0,0,(주)씨제이이엔엠,이재용,4,3,1
공모자들,2012.8.29,12240964500.0,1646142.0,496.0,44959.0,0,"씨너스엔터테인먼트(주),타임스토리그룹(주)",김홍선,5,3,3
말레피센트 2,2019.10.17,12191395690.0,1444952.0,1108.0,63768.0,1,월트디즈니컴퍼니코리아 유한책임회사,요아킴 뢰닝,3,3,1
대호,2015.12.16,12104808332.0,1584168.0,892.0,39599.0,0,(주)넥스트엔터테인먼트월드(NEW),김경재,4,3,3
나의 특별한 형제,2019.5.1,12081618074.0,1478156.0,936.0,49927.0,0,(주)넥스트엔터테인먼트월드(NEW),육상효,4,3,1
그대를 사랑합니다,2011.2.17,12041827000.0,1645505.0,292.0,57869.0,0,(주)넥스트엔터테인먼트월드(NEW),윤류해,4,3,2
차이나타운,2015.4.29,11990370378.0,1472106.0,551.0,45137.0,0,CGV아트하우스,한준희,5,3,3
램페이지,2018.4.12,11951980109.0,1385511.0,909.0,55295.0,1,워너브러더스 코리아(주),브래드 페이튼,2,3,1
리틀 포레스트,2018.2.28,11929202185.0,1506269.0,884.0,68414.0,0,메가박스중앙(주)플러스엠,모리 준이치,4,3,1
파파로티,2013.3.14,11825934000.0,1716429.0,552.0,53601.0,0,(주)쇼박스,윤종찬,4,3,2
부라더,2017.11.2,11783109998.0,1492903.0,889.0,54975.0,0,메가박스중앙(주)플러스엠,제임스 프랭코,4,2,3
하울링,2012.2.16,11765293500.0,1612554.0,550.0,44753.0,0,(주)씨제이이엔엠,유하,5,2,2
우아한 거짓말,2014.3.13,11728460300.0,1619188.0,573.0,57492.0,0,CGV아트하우스,이한,4,3,1
신들의 전쟁,2011.11.10,11726682000.0,1338411.0,525.0,46169.0,1,(주)넥스트엔터테인먼트월드(NEW),타셈 싱,2,3,3
해무(海霧),2014.8.13,11706782519.0,1475507.0,584.0,33490.0,0,(주)넥스트엔터테인먼트월드(NEW),심성보,4,3,3
오션스8,2018.6.13,11700157266.0,1335829.0,837.0,55372.0,1,워너브러더스 코리아(주),게리 로스,2,3,1
피끓는 청춘,2014.1.22,11688382888.0,1676040.0,679.0,36082.0,0,롯데쇼핑㈜롯데엔터테인먼트,이연우,0,3,2
무적자,2010.9.16,11629780500.0,1546132.0,412.0,46186.0,1,CJ ENM,송해성,2,3,2
로빈 후드,2010.5.13,11560588500.0,1570681.0,544.0,41953.0,1,유니버설픽쳐스인터내셔널 코리아(유),니콜라스 윈터,2,3,2
황해,2010.12.22,11524115000.0,1497242.0,618.0,23295.0,1,"(주)쇼박스,이십세기폭스코리아(주)",나홍진,5,3,3
탐정 홍길동: 사라진 마을,2016.5.4,11516170845.0,1430885.0,764.0,41076.0,0,(주)씨제이이엔엠,조성희,4,2,2
마다가스카의 펭귄,2014.12.31,11450482159.0,1512340.0,615.0,27171.0,1,(주)씨제이이엔엠,에릭 다넬,6,3,0
골든슬럼버,2018.2.14,11412768798.0,1387508.0,833.0,42991.0,0,(주)씨제이이엔엠,노동석,5,3,2
벤허,2016.9.14,11410860395.0,1400301.0,717.0,38941.0,1,롯데쇼핑㈜롯데엔터테인먼트,티무르 베크맘베토브,8,3,1
인간중독,2014.5.14,11284912400.0,1441973.0,682.0,44057.0,0,(주)넥스트엔터테인먼트월드(NEW),김대우,4,3,3
용의자X,2012.10.18,11241013000.0,1552055.0,553.0,42989.0,0,(주)씨제이이엔엠,소유붕,4,3,1
오블리비언,2013.4.11,11165841500.0,1515356.0,634.0,47871.0,1,유니버설픽쳐스인터내셔널 코리아(유),조셉 코신스키,2,3,2
가디언즈 오브 갤럭시,2014.7.31,11098239184.0,1311190.0,539.0,22417.0,1,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),제임스 건,2,3,1
해피 데스데이,2017.11.8,11004455402.0,1382650.0,714.0,52101.0,1,유니버설픽쳐스인터내셔널 코리아(유),스콧 제프리,14,2,3
오케이 마담,2020.8.12,10981600110.0,1228968.0,1288.0,82969.0,0,메가박스중앙(주)플러스엠,이철하,0,3,2
클로젯,2020.2.5,10971962280.0,1270835.0,1197.0,71453.0,0,(주)씨제이이엔엠,김광빈,9,3,2
브이아이피,2017.8.23,10956621835.0,1373316.0,996.0,44650.0,0,워너브러더스 코리아(주),박훈정,5,3,3
나니아 연대기: 새벽 출정호의 항해,2010.12.8,10889884000.0,1140201.0,493.0,32481.0,1,이십세기폭스코리아(주),마이클 앱티드,3,3,0
새미의 어드벤쳐 2,2012.8.1,10856204000.0,1457380.0,486.0,26436.0,1,(주)씨제이이엔엠,벤 스타센,6,3,0
다이하드: 굿 데이 투 다이,2013.2.6,10825703000.0,1438056.0,459.0,33055.0,1,이십세기폭스코리아(주),존 무어,2,3,2
말레피센트,2014.5.29,10776965900.0,1397526.0,554.0,38894.0,1,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),요아킴 뢰닝,3,3,1
에이리언: 커버넌트,2017.5.9,10745826264.0,1307226.0,841.0,41761.0,1,이십세기폭스코리아(주),리들리 스콧,7,2,2
사라진 밤,2018.3.7,10697981316.0,1315726.0,925.0,60087.0,0,(주)키다리이엔티,이창희,12,3,2
브레이킹 던 part1,2011.11.30,10692564000.0,1459449.0,636.0,43060.0,1,(주)넥스트엔터테인먼트월드(NEW),빌 콘돈,4,2,2
기억의 밤,2017.11.29,10646654660.0,1386611.0,759.0,52847.0,0,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",장항준,9,2,2
드라큘라: 전설의 시작,2014.10.8,10607703908.0,1321751.0,477.0,46483.0,1,유니버설픽쳐스인터내셔널 코리아(유),게리 쇼어,3,3,2
위대한 개츠비,2013.5.16,10581329643.0,1445248.0,562.0,36008.0,1,워너브러더스 코리아(주),바즈 루어만,4,3,2
특별시민,2017.4.26,10494768945.0,1362634.0,1154.0,46377.0,0,(주)쇼박스,박인제,4,3,2
궁합,2018.2.28,10478875438.0,1340117.0,966.0,52427.0,0,(주)씨제이이엔엠,홍창표,0,2,1
퓨리,2014.11.20,10367640686.0,1362114.0,590.0,37155.0,1,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),드자닉 파이지예브,2,3,1
장산범,2017.8.17,10341783083.0,1306438.0,711.0,34768.0,0,(주)넥스트엔터테인먼트월드(NEW),허정,9,2,2
퍼펙트맨,2019.10.2,10311352770.0,1240022.0,894.0,50055.0,0,(주)쇼박스,용수,0,2,2
스윙키즈,2018.12.19,10308565602.0,1258811.0,984.0,32237.0,0,(주)넥스트엔터테인먼트월드(NEW),강형철,4,3,1
폼페이: 최후의 날,2014.2.20,10303127700.0,1373873.0,561.0,43288.0,1,롯데쇼핑㈜롯데엔터테인먼트,폴 앤더슨,2,3,2
구르믈 버서난 달처럼,2010.4.28,10241716500.0,1383867.0,506.0,48314.0,0,에스케이텔레콤(주),이준익,4,3,2
유열의 음악앨범,2019.8.28,10233455040.0,1245532.0,1078.0,59626.0,0,CGV아트하우스,정지우,11,2,1
스타트렉 비욘드,2016.8.17,10190375820.0,1157156.0,716.0,38199.0,1,롯데쇼핑㈜롯데엔터테인먼트,저스틴 린,2,3,1
라푼젤,2011.2.10,10161464800.0,1011163.0,328.0,22107.0,1,한국소니픽쳐스릴리징브에나비스타영화㈜,네이슨 그레노,6,2,0
해치지않아,2020.1.15,10154099090.0,1209689.0,1216.0,53441.0,0,(주)에이스메이커무비웍스,손재곤,0,3,1
워크래프트: 전쟁의 서막,2016.6.9,10142271205.0,1163274.0,736.0,34087.0,1,유니버설픽쳐스인터내셔널 코리아(유),던칸 존스,2,3,1
런닝맨,2013.4.4,10060239500.0,1422844.0,567.0,45995.0,1,이십세기폭스코리아(주),윤준상,6,3,0
셜록: 유령신부,2016.1.2,9992425049.0,1278894.0,891.0,32683.0,1,메가박스중앙(주)플러스엠,더글러스 맥키넌,5,2,1
