moviename,openingdate,attendance,screen,playcount,director,actor,openingmonth,country_abroad,country_domestic,distributor_etc_distributor,distributor_major_abroad,distributor_major_domestic,genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_drama,genre_etc,genre_fantasy,genre_fear,genre_mystery,genre_romance,genre_sf,genre_thriller,filmrank_G_rated,filmrank_PG 12,filmrank_PG 15,filmrank_X_rated,sales
엑스맨: 아포칼립스,2016-05-25,2938818,1262,66471,2233161,3,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24467887950
슈퍼배드 3,2017-07-26,3324874,1057,59388,2175962,3,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24217091019
스타워즈: 깨어난 포스,2015-12-17,2803234,940,56425,1346973,3,12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24149478540
드래곤 길들이기 2,2014-07-23,3000056,829,51924,2356796,3,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23979935189
포화속으로,2010-06-16,3330324,742,80091,5189983,6,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,23831958600
프리즌,2017-03-23,2931897,1047,89024,2931897,3,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23790276987
말모이,2019-01-09,2812877,1203,87591,2812877,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,23685091520
너의 결혼식,2018-08-22,2820969,970,98193,2820969,2,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,23676244369
스물,2015-03-25,3044811,926,100161,6834886,3,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23563421686
앤트맨,2015-09-03,2841795,949,74649,4144964,3,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23529209937
가디언즈 오브 갤럭시 VOL. 2,2017-05-03,2735721,1218,63789,1701053,3,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23452686686
타워,2012-12-25,3166425,638,58869,3166425,3,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22996601500
퀵,2011-07-20,3125069,514,60714,3125069,3,7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22960890000
슈렉 포에버,2010-07-01,2223851,561,51317,1360205,3,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22809145100
토르: 다크 월드,2013-10-30,3039889,733,78095,3140129,3,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22525808500
방자전,2010-06-02,2985483,495,67562,2213728,3,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22490024000
극비수사,2015-06-18,2860786,894,66211,1917958,2,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,22389535897
표적,2014-04-30,2841828,716,72255,1662172,3,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22256769300
빅 히어로,2015-01-21,2801949,825,62229,2801949,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21993119765
고지전,2011-07-20,2945137,585,53738,6849425,3,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21968557600
미스 페레그린과 이상한 아이들의 집,2016-09-28,2718158,904,70451,1215268,3,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,21841214586
타이탄,2010-04-01,2642483,694,87911,3721359,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21796996500
친구 2,2013-11-14,2969900,968,69856,1917958,3,11,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21795237513
감기,2013-08-14,3117859,806,55046,3117859,3,8,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,21774884000
목격자,2018-08-15,2524720,1021,71403,2524720,3,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21737061097
호빗: 뜻밖의 여정,2012-12-13,2605124,1028,44977,1682629,3,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,21724069066
하모니,2010-01-28,3018131,384,77723,2368826,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,21641750000
메이즈 러너: 스코치 트라이얼,2015-09-16,2744413,804,58725,2618857,3,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21596946349
정글북,2016-06-09,2537438,924,59041,2537438,2,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21517647134
레드: 더 레전드,2013-07-18,3004649,739,55733,3004649,3,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21511371970
트랜스포머: 최후의 기사,2017-06-21,2614601,1739,87234,5231726,3,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21501959228
메이즈 러너,2014-09-18,2812427,655,71048,2618857,3,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21489367677
곤지암,2018-03-28,2675575,1124,88477,2675575,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,21442194144
살인자의 기억법,2017-09-06,2658589,1064,88686,3723063,3,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,21375287492
솔트,2010-07-29,2869938,556,53679,2869938,1,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21360288000
제이슨 본,2016-07-27,2611966,827,39806,1604184,3,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21253434663
26년,2012-11-29,2940475,611,50044,1678389,3,11,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21111878145
부당거래,2010-10-28,2722996,502,69703,7576385,3,10,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20996302500
블랙머니,2019-11-13,2478964,1141,77469,2087528,2,11,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20863134010
보안관,2017-05-03,2588628,1091,63709,2588628,3,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20844488409
신비한 동물들과 그린델왈드의 범죄,2018-11-14,2414062,1601,76846,2946451,3,11,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20816583118
지금 만나러 갑니다,2018-03-14,2602273,1191,97482,2602273,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20800916128
도리를 찾아서,2016-07-06,2601734,1091,55110,1719930,3,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20703899933
혹성탈출: 진화의 시작,2011-08-17,2773794,514,61229,2773794,3,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20629757000
히트맨,2020-01-22,2406232,1122,87782,2406232,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20614278000
아수라,2016-09-28,2594028,1278,68040,2594028,3,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20576226662
증인,2019-02-13,2534748,1047,89564,3154621,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,20482789331
퍼시픽 림,2013-07-11,2539113,1005,55655,1808174,2,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20477374512
탐정 : 더 비기닝,2015-09-24,2625686,764,54995,2317636,2,9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,20463956973
내가 살인범이다,2012-11-08,2729798,547,58409,1968939,2,11,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20392266000
오싹한 연애,2011-12-01,2777998,544,54630,2777998,2,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20289813500
터미네이터: 다크 페이트,2019-10-30,2409062,1315,81336,2409062,3,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20153895830
조작된 도시,2017-02-09,2515501,1019,62241,2515501,3,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20143992587
사바하,2019-02-20,2398519,1174,78096,2398519,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20007508194
레디 플레이어 원,2018-03-28,2254430,1079,77173,1107519,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19933108071
시라노; 연애조작단,2010-09-16,2684783,415,77736,2137558,3,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19838369000
조선명탐정: 흡혈괴마의 비밀,2018-02-08,2444136,1249,74953,3700803,3,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19822789764
타짜: 원 아이드 잭,2019-09-11,2229239,1429,66479,2229239,3,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19687029214
레미제라블,2012-12-19,2707479,592,49348,2707479,3,12,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,19635813500
맘마미아!2,2018-08-08,2293884,750,59060,2293884,3,8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,19607520003
미션임파서블:고스트프로토콜,2011-12-15,2533735,697,53514,1944199,2,12,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19536876000
마이펫의 이중생활,2016-08-03,2520670,726,39653,1311466,3,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19406436655
7광구,2011-08-04,2242510,812,47346,2242510,3,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19391653500
후궁 : 제왕의 첩,2012-06-06,2636320,624,69104,1520119,3,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19330302500
재심,2017-02-15,2421197,935,68402,1174004,3,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,19266319637
위험한 상견례,2011-03-31,2595625,524,75068,1135495,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19174920500
나우 유 씨 미 : 마술사기단,2013-08-22,2718227,691,54658,2718227,3,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,19146691869
엑스맨: 퍼스트 클래스,2011-06-02,2533852,587,56827,4536339,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,19075363000
보스 베이비,2017-05-03,2452245,1116,48379,1663938,3,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18936306704
브레이킹 던 part2,2012-11-15,2654817,665,56995,1476866,3,11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,18909583065
배트맨 대 슈퍼맨: 저스티스의 시작,2016-03-24,2256913,1709,95669,1631960,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18906246428
메이즈 러너: 데스 큐어,2018-01-17,2299732,1090,58918,2618857,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18902873104
알리타: 배틀 엔젤,2019-02-05,1952063,1043,52666,1952063,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18571455667
신의 한 수: 귀수편,2019-11-07,2157437,1246,82178,2862144,3,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18463776050
화차,2012-03-08,2436438,548,62643,2436438,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18459428000
스파이,2015-05-21,2318748,665,62960,5866190,3,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18417637358
테넷,2020-08-26,1992214,2228,164758,3583005,3,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18396929850
로건,2017-03-01,2169109,954,68709,2169109,3,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18391060223
블라인드,2011-08-10,2367942,404,49358,2367942,3,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,18390012500
박열,2017-06-28,2359206,1176,78499,1424759,3,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18093639795
이웃사람,2012-08-22,2434269,600,56752,2434269,3,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18088462369
모아나,2017-01-12,2310206,953,53162,2310206,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18056417307
명당,2018-09-19,2087474,1117,58450,1391393,3,9,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17900775524
의뢰인,2011-09-29,2393086,522,58414,2393086,3,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17797042500
가문의 영광4 - 가문의 수난,2011-09-07,2368267,537,48432,2368267,3,9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17792219500
강남 1970,2015-01-21,2192276,841,53304,1902415,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17718699499
화이: 괴물을 삼킨 아이,2013-10-09,2394453,817,59049,3842381,3,10,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17695412795
장화신은 고양이,2012-01-12,2080445,593,45451,2080445,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17602643500
테이큰 2,2012-09-27,2308596,682,51344,1589298,3,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17581098553
007 스카이폴,2012-10-26,2376145,748,51357,1691307,3,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17487213000
원더 우먼,2017-05-31,2165401,1034,57818,1278193,3,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17468588886
겟 아웃,2017-05-17,2138174,945,56530,2138174,2,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17431830075
악의 연대기,2015-05-14,2192525,776,64351,2192525,3,5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17361815332
맨 오브 스틸,2013-06-13,2182227,998,55514,1631960,3,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17092964063
하녀,2010-05-13,2267556,555,59621,2267556,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17038639000
협상,2018-09-19,1967721,919,57926,1967721,2,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17032133166
해리 포터와 죽음의 성물1,2010-12-15,2396988,717,40463,2946451,3,12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16974636000
백두산,2019-12-19,1962407,1241,74413,1174169,3,12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,16921016530
굿바이 싱글,2016-06-29,2108273,841,56380,2108273,3,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16912706195
혹성탈출: 종의 전쟁,2017-08-15,2051315,1017,44543,3026937,3,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16854482778
나잇&데이,2010-06-24,2243484,494,54797,2243484,1,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16777869600
나의 사랑 나의 신부,2014-10-08,2141155,629,69681,2141155,2,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16636404305
호빗: 스마우그의 폐허,2013-12-12,2115878,811,35223,1682629,3,12,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16564184549
배틀쉽,2012-04-11,2241687,736,53109,2241687,3,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16545921500
루시,2014-09-03,1974893,641,44585,1974893,2,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16468076039
걸리버 여행기,2011-01-27,1762071,527,41181,1224440,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16441365500
컨저링,2013-09-17,2262758,563,48616,2262758,3,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16353225777
내안의 그놈,2019-01-09,1902828,1041,61683,1368505,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16302228567
봉이 김선달,2016-07-06,2051277,942,51418,2051277,3,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16227052642
인투 더 스톰,2014-08-28,2078698,585,45899,1167945,3,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16157166332
뷰티 인사이드,2015-08-20,2053435,648,52618,2053435,3,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16148479531
레버넌트: 죽음에서 돌아온 자,2016-01-14,2007188,967,55063,2007188,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16107360130
논스톱,2014-02-27,2084482,582,58217,2084482,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16066549940
토르: 천둥의 신,2011-04-28,1694562,496,45188,961906,3,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15985737000
#살아있다,2020-06-24,1903992,1882,137073,1903992,2,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,15968219900
수어사이드 스쿼드,2016-08-03,1898220,823,29512,1898220,3,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15874111188
라이프 오브 파이,2013-01-01,1588373,392,32722,987857,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15812506500
마약왕,2018-12-19,1813594,1297,41658,2977866,3,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15784724552
컨저링 2,2016-06-09,1928605,640,45816,1825151,3,6,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15759374229
내부자들: 디 오리지널,2015-12-31,1924720,838,45697,2977866,3,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15742927260
애나벨 : 인형의 주인,2017-08-10,1934270,1006,35103,1234282,3,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15527492238
노아,2014-03-20,2026594,952,56722,2026594,3,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15514373500
변신,2019-08-21,1804112,975,63211,1804112,2,8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15417922925
초능력자,2010-11-10,2130606,612,58000,2130606,3,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15374489000
쩨쩨한 로맨스,2010-12-01,2009586,450,46199,2317636,2,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15338827000
뺑반,2019-01-30,1826912,1285,47215,1649509,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15224305848
테이큰 3,2015-01-01,1860934,616,38060,1589298,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15088105000
몽타주,2013-05-16,2095592,544,53195,2095592,3,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15002458500
이클립스,2010-07-07,2069246,535,46355,2069246,3,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14945720000
오늘의 연애,2015-01-14,1891993,709,47237,1891993,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14924654487
담보,2020-09-29,1719521,1342,110260,2368826,3,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14748867550
마당을 나온 암탉,2011-07-28,2201273,363,39224,2201273,3,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14668226000
강철비2: 정상회담,2020-07-29,1791533,2137,106658,2639183,3,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14661646110
저스티스 리그,2017-11-15,1786383,1308,73390,1631960,3,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14629677795
노무현입니다,2017-05-25,1855149,775,61327,1855149,1,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14556517612
레지던트 이블 4: 끝나지 않은 전쟁 3D,2010-09-16,1190008,337,37849,845717,1,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14533948000
남자가 사랑할 때,2014-01-22,1979311,531,41123,1979311,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14510222300
페르시아의 왕자: 시간의 모래,2010-05-27,1970823,567,51307,1970823,3,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14483501000
지.아이.조 2,2013-03-28,1855917,766,62627,1875958,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14457048500
샌 안드레아스,2015-06-03,1716455,847,62016,1417198,3,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14435844152
용의자,2013-12-24,1954586,618,42310,1753320,3,12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14408028500
토이 스토리 3,2010-08-05,1458865,393,28615,2484441,3,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14319338600
007 스펙터,2015-11-11,1820760,1105,51940,1691307,3,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14301476030
킬러의 보디가드,2017-08-30,1721757,482,42002,1056097,3,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14020395800
콩: 스컬 아일랜드,2017-03-08,1689717,984,56425,1689717,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13990563383
삼진그룹 영어토익반,2020-10-21,1571286,1615,139275,955734,3,10,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13981414470
악마를 보았다,2010-08-12,1817063,490,42721,4658741,2,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13919416500
주먹왕 랄프 2: 인터넷 속으로,2019-01-03,1754375,1453,56412,1027905,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13877029723
라스트 에어벤더,2010-08-19,1371164,399,32416,1012844,3,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,13854892500
해결사,2010-09-09,1843404,525,59325,1843404,2,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13844624000
쥬만지: 새로운 세계,2018-01-03,1708672,791,41806,1381817,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13814824864
걸캅스,2019-05-09,1629528,973,63163,1629528,2,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13812802134
연애의 온도,2013-03-21,1865195,567,57847,1240838,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13798864446
도굴,2020-11-04,1523514,1635,133284,1523514,3,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13764680410
글러브,2011-01-20,1887731,605,44725,1989220,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13756104000
아쿠아맨,2018-12-19,1546297,1158,50500,1825151,3,12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13659344323
이미테이션 게임,2015-02-17,1743963,541,44782,1206269,3,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13655929120
23 아이덴티티,2017-02-22,1675819,952,44104,1012844,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13609648135
아이들...,2011-02-17,1867849,504,41515,1867849,3,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13579712500
쎄시봉,2015-02-05,1715370,829,51744,2137558,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13571515911
나의 PS 파트너,2012-12-06,1786831,552,37625,1363183,2,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13548606616
제보자,2014-10-02,1755181,676,58358,1294037,3,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13515762802
닥터 두리틀,2020-01-08,1607082,1290,68634,1607082,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13449206760
코리아,2012-05-03,1872681,537,49679,1753842,2,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13448848500
300: 제국의 부활,2014-03-06,1593116,720,54902,1593116,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13395159700
창궐,2018-10-25,1599290,1351,60687,4289071,2,10,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13275772490
성난황소,2018-11-22,1593386,1010,48932,1593386,2,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13236490737
분노의 질주: 더 맥시멈,2013-05-22,1790916,657,44371,1523348,3,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13210338042
