moviename,openingdate,sales,attendance,screen,playcount,country,country_label,distributor,distributor_label,director,genre,genre_label,actor,openingmonth
귀향,2016-02-24,27249738990,3587173,876,90286,domestic,0,etc_distributor,2,1834886,drama,4,3,2
마녀,2018-06-27,27242029463,3189091,1117,90843,domestic,0,major_abroad,1,3081633,mystery,9,3,6
비긴 어게인,2014-08-13,27098834504,3427524,525,82684,abroad,1,etc_distributor,2,1994157,drama,4,3,8
끝까지 간다,2014-05-29,27007303900,3450305,645,84875,domestic,0,major_domestic,0,4289071,crime,5,2,5
탐정: 리턴즈,2018-06-13,26909459678,3152872,1137,107907,domestic,0,major_domestic,0,2152990,comedy,0,3,6
터미네이터 제니시스,2015-07-02,26556715129,3240370,1113,77590,abroad,1,major_domestic,0,3140129,action,2,3,7
분노의 질주: 더 세븐,2015-04-01,26454098694,3247955,983,93612,abroad,1,major_abroad,1,1825151,action,2,3,4
전우치,2009-12-23,26345113000,3611472,556,73175,domestic,0,major_domestic,0,3611472,drama,4,3,12
부러진 화살,2012-01-18,25878629500,3451025,530,71560,domestic,0,major_domestic,0,2087528,drama,4,3,1
서치,2018-08-29,25283364845,2949944,1097,95758,abroad,1,etc_distributor,2,2949944,thriller,11,3,8
가장 보통의 연애,2019-10-02,24885803430,2924563,1073,111527,domestic,0,major_domestic,0,2924563,romance,10,2,10
프리즌,2017-03-23,23790276987,2931897,1047,89024,domestic,0,major_domestic,0,2931897,adventure,8,3,3
스물,2015-03-25,23563421686,3044811,926,100161,domestic,0,major_domestic,0,6834886,comedy,0,3,3
퀵,2011-07-20,22960890000,3125069,514,60714,domestic,0,major_domestic,0,3125069,action,2,3,7
극비수사,2015-06-18,22389535897,2860786,894,66211,domestic,0,major_domestic,0,1917958,drama,4,2,6
표적,2014-04-30,22256769300,2841828,716,72255,domestic,0,major_domestic,0,1662172,action,2,3,4
고지전,2011-07-20,21968557600,2945137,585,53738,domestic,0,major_domestic,0,6849425,etc,1,3,7
타이탄,2010-04-01,21796996500,2642483,694,87911,abroad,1,major_abroad,1,3721359,romance,10,2,4
감기,2013-08-14,21774884000,3117859,806,55046,domestic,0,etc_distributor,2,3117859,drama,4,3,8
레드: 더 레전드,2013-07-18,21511371970,3004649,739,55733,abroad,1,major_domestic,0,3004649,action,2,3,7
곤지암,2018-03-28,21442194144,2675575,1124,88477,domestic,0,major_domestic,0,2675575,fear,12,3,3
살인자의 기억법,2017-09-06,21375287492,2658589,1064,88686,domestic,0,major_domestic,0,3723063,crime,5,3,9
솔트,2010-07-29,21360288000,2869938,556,53679,abroad,1,etc_distributor,2,2869938,action,2,1,7
제이슨 본,2016-07-27,21253434663,2611966,827,39806,abroad,1,major_abroad,1,1604184,action,2,3,7
26년,2012-11-29,21111878145,2940475,611,50044,domestic,0,etc_distributor,2,1678389,action,2,3,11
보안관,2017-05-03,20844488409,2588628,1091,63709,domestic,0,major_domestic,0,2588628,crime,5,3,5
히트맨,2020-01-22,20614278000,2406232,1122,87782,domestic,0,major_domestic,0,2406232,comedy,0,3,1
퍼시픽 림,2013-07-11,20477374512,2539113,1005,55655,abroad,1,major_abroad,1,1808174,action,2,2,7
탐정 : 더 비기닝,2015-09-24,20463956973,2625686,764,54995,domestic,0,major_domestic,0,2317636,comedy,0,2,9
터미네이터: 다크 페이트,2019-10-30,20153895830,2409062,1315,81336,abroad,1,major_abroad,1,2409062,sf,7,3,10
조작된 도시,2017-02-09,20143992587,2515501,1019,62241,domestic,0,major_domestic,0,2515501,action,2,3,2
사바하,2019-02-20,20007508194,2398519,1174,78096,domestic,0,major_domestic,0,2398519,mystery,9,3,2
레미제라블,2012-12-19,19635813500,2707479,592,49348,abroad,1,major_abroad,1,2707479,drama,4,3,12
미션임파서블:고스트프로토콜,2011-12-15,19536876000,2533735,697,53514,abroad,1,major_domestic,0,1944199,action,2,2,12
7광구,2011-08-04,19391653500,2242510,812,47346,domestic,0,major_domestic,0,2242510,sf,7,3,8
재심,2017-02-15,19266319637,2421197,935,68402,domestic,0,etc_distributor,2,1174004,drama,4,3,2
위험한 상견례,2011-03-31,19174920500,2595625,524,75068,domestic,0,major_domestic,0,1135495,romance,10,3,3
브레이킹 던 part2,2012-11-15,18909583065,2654817,665,56995,abroad,1,major_domestic,0,1476866,drama,4,3,11
신의 한 수: 귀수편,2019-11-07,18463776050,2157437,1246,82178,domestic,0,major_domestic,0,2862144,crime,5,3,11
화차,2012-03-08,18459428000,2436438,548,62643,domestic,0,etc_distributor,2,2436438,mystery,9,3,3
블라인드,2011-08-10,18390012500,2367942,404,49358,domestic,0,major_domestic,0,2367942,drama,4,3,8
의뢰인,2011-09-29,17797042500,2393086,522,58414,domestic,0,major_domestic,0,2393086,drama,4,3,9
가문의 영광4 - 가문의 수난,2011-09-07,17792219500,2368267,537,48432,domestic,0,major_domestic,0,2368267,comedy,0,3,9
007 스카이폴,2012-10-26,17487213000,2376145,748,51357,abroad,1,major_abroad,1,1691307,action,2,3,10
악의 연대기,2015-05-14,17361815332,2192525,776,64351,domestic,0,major_domestic,0,2192525,crime,5,3,5
협상,2018-09-19,17032133166,1967721,919,57926,domestic,0,major_domestic,0,1967721,crime,5,2,9
굿바이 싱글,2016-06-29,16912706195,2108273,841,56380,domestic,0,major_domestic,0,2108273,comedy,0,3,6
나의 사랑 나의 신부,2014-10-08,16636404305,2141155,629,69681,domestic,0,etc_distributor,2,2141155,romance,10,2,10
루시,2014-09-03,16468076039,1974893,641,44585,abroad,1,major_abroad,1,1974893,sf,7,2,9
컨저링,2013-09-17,16353225777,2262758,563,48616,abroad,1,major_abroad,1,2262758,fear,12,3,9
내안의 그놈,2019-01-09,16302228567,1902828,1041,61683,domestic,0,etc_distributor,2,1368505,fantasy,3,3,1
레버넌트: 죽음에서 돌아온 자,2016-01-14,16107360130,2007188,967,55063,abroad,1,etc_distributor,2,2007188,adventure,8,3,1
논스톱,2014-02-27,16066549940,2084482,582,58217,abroad,1,major_domestic,0,2084482,action,2,2,2
#살아있다,2020-06-24,15968219900,1903992,1882,137073,domestic,0,major_domestic,0,1903992,drama,4,2,6
컨저링 2,2016-06-09,15759374229,1928605,640,45816,abroad,1,major_abroad,1,1825151,fear,12,3,6
애나벨 : 인형의 주인,2017-08-10,15527492238,1934270,1006,35103,abroad,1,major_abroad,1,1234282,fear,12,3,8
변신,2019-08-21,15417922925,1804112,975,63211,domestic,0,etc_distributor,2,1804112,fear,12,2,8
초능력자,2010-11-10,15374489000,2130606,612,58000,domestic,0,major_domestic,0,2130606,sf,7,3,11
뺑반,2019-01-30,15224305848,1826912,1285,47215,domestic,0,major_domestic,0,1649509,crime,5,3,1
테이큰 3,2015-01-01,15088105000,1860934,616,38060,abroad,1,etc_distributor,2,1589298,action,2,3,1
몽타주,2013-05-16,15002458500,2095592,544,53195,domestic,0,major_domestic,0,2095592,thriller,11,3,5
오늘의 연애,2015-01-14,14924654487,1891993,709,47237,domestic,0,major_domestic,0,1891993,romance,10,3,1
강철비2: 정상회담,2020-07-29,14661646110,1791533,2137,106658,domestic,0,major_domestic,0,2639183,drama,4,3,7
남자가 사랑할 때,2014-01-22,14510222300,1979311,531,41123,domestic,0,major_domestic,0,1979311,drama,4,2,1
지.아이.조 2,2013-03-28,14457048500,1855917,766,62627,abroad,1,major_domestic,0,1875958,action,2,3,3
007 스펙터,2015-11-11,14301476030,1820760,1105,51940,abroad,1,major_abroad,1,1691307,action,2,3,11
킬러의 보디가드,2017-08-30,14020395800,1721757,482,42002,abroad,1,etc_distributor,2,1056097,action,2,3,8
해결사,2010-09-09,13844624000,1843404,525,59325,domestic,0,major_domestic,0,1843404,action,2,2,9
걸캅스,2019-05-09,13812802134,1629528,973,63163,domestic,0,major_domestic,0,1629528,comedy,0,2,5
이미테이션 게임,2015-02-17,13655929120,1743963,541,44782,abroad,1,etc_distributor,2,1206269,drama,4,3,2
23 아이덴티티,2017-02-22,13609648135,1675819,952,44104,abroad,1,major_abroad,1,1012844,fear,12,2,2
아이들...,2011-02-17,13579712500,1867849,504,41515,domestic,0,major_domestic,0,1867849,crime,5,3,2
쎄시봉,2015-02-05,13571515911,1715370,829,51744,domestic,0,major_domestic,0,2137558,romance,10,3,2
창궐,2018-10-25,13275772490,1599290,1351,60687,domestic,0,major_domestic,0,4289071,action,2,2,10
성난황소,2018-11-22,13236490737,1593386,1010,48932,domestic,0,major_domestic,0,1593386,crime,5,2,11
분노의 질주: 더 맥시멈,2013-05-22,13210338042,1790916,657,44371,abroad,1,major_abroad,1,1523348,action,2,3,5
러브픽션,2012-02-29,13200412500,1726202,617,44130,domestic,0,major_domestic,0,1726202,romance,10,2,2
도어락,2018-12-05,12792097886,1559616,954,53732,domestic,0,etc_distributor,2,1559616,thriller,11,3,12
어스,2019-03-27,12586771104,1475087,1132,58522,abroad,1,major_abroad,1,1475087,thriller,11,3,3
집으로 가는 길,2013-12-11,12373339745,1763231,740,39811,domestic,0,major_domestic,0,1763231,drama,4,2,12
공범,2013-10-24,12333110882,1766285,611,51425,domestic,0,major_domestic,0,1766285,etc,1,3,10
더 폰,2015-10-22,12309164568,1593694,794,53599,domestic,0,major_domestic,0,1593694,action,2,3,10
분노의 질주: 언리미티드,2011-04-20,12292868000,1621973,457,43329,abroad,1,major_abroad,1,1523348,action,2,3,4
그대를 사랑합니다,2011-02-17,12041827000,1645505,292,57869,domestic,0,major_domestic,0,1645505,drama,4,3,2
파파로티,2013-03-14,11825934000,1716429,552,53601,domestic,0,major_domestic,0,1716429,drama,4,3,3
하울링,2012-02-16,11765293500,1612554,550,44753,domestic,0,major_domestic,0,1902415,crime,5,2,2
피끓는 청춘,2014-01-22,11688382888,1676040,679,36082,domestic,0,major_domestic,0,1676040,comedy,0,3,1
무적자,2010-09-16,11629780500,1546132,412,46186,domestic,0,major_domestic,0,1343677,action,2,3,9
로빈 후드,2010-05-13,11560588500,1570681,544,41953,abroad,1,major_abroad,1,1570681,action,2,3,5
탐정 홍길동: 사라진 마을,2016-05-04,11516170845,1430885,764,41076,domestic,0,major_domestic,0,2833113,drama,4,2,5
골든슬럼버,2018-02-14,11412768798,1387508,833,42991,domestic,0,major_domestic,0,1387508,crime,5,3,2
오블리비언,2013-04-11,11165841500,1515356,634,47871,abroad,1,major_abroad,1,1515356,action,2,3,4
오케이 마담,2020-08-12,10981600110,1228968,1288,82969,domestic,0,etc_distributor,2,1146205,comedy,0,3,8
클로젯,2020-02-05,10971962280,1270835,1197,71453,domestic,0,major_domestic,0,1270835,mystery,9,3,2
다이하드: 굿 데이 투 다이,2013-02-06,10825703000,1438056,459,33055,abroad,1,etc_distributor,2,1438056,action,2,3,2
에이리언: 커버넌트,2017-05-09,10745826264,1307226,841,41761,abroad,1,etc_distributor,2,1263301,sf,7,2,5
사라진 밤,2018-03-07,10697981316,1315726,925,60087,domestic,0,etc_distributor,2,1315726,thriller,11,3,3
브레이킹 던 part1,2011-11-30,10692564000,1459449,636,43060,abroad,1,major_domestic,0,1476866,drama,4,2,11
기억의 밤,2017-11-29,10646654660,1386611,759,52847,domestic,0,etc_distributor,2,1386611,mystery,9,2,11
드라큘라: 전설의 시작,2014-10-08,10607703908,1321751,477,46483,abroad,1,major_abroad,1,1321751,fantasy,3,3,10
위대한 개츠비,2013-05-16,10581329643,1445248,562,36008,abroad,1,major_abroad,1,1445248,drama,4,3,5
특별시민,2017-04-26,10494768945,1362634,1154,46377,domestic,0,major_domestic,0,896785,drama,4,3,4
장산범,2017-08-17,10341783083,1306438,711,34768,domestic,0,major_domestic,0,1306438,mystery,9,2,8
퍼펙트맨,2019-10-02,10311352770,1240022,894,50055,domestic,0,major_domestic,0,1240022,comedy,0,2,10
폼페이: 최후의 날,2014-02-20,10303127700,1373873,561,43288,abroad,1,major_domestic,0,845717,action,2,3,2
구르믈 버서난 달처럼,2010-04-28,10241716500,1383867,506,48314,domestic,0,etc_distributor,2,1424759,drama,4,3,4
특별수사: 사형수의 편지,2016-06-16,9929947065,1241899,691,39372,domestic,0,major_domestic,0,1241899,crime,5,3,6
해빙,2017-03-01,9905406822,1204600,915,46227,domestic,0,major_domestic,0,1204600,thriller,11,3,3
차형사,2012-05-30,9752555296,1346754,433,39152,domestic,0,major_domestic,0,1346754,comedy,0,3,5
시간이탈자,2016-04-13,9731838195,1202384,733,55075,domestic,0,major_domestic,0,1202384,thriller,11,3,4
챔피언,2018-05-01,9471138230,1128774,874,47320,domestic,0,major_abroad,1,1128774,drama,4,1,5
간첩,2012-09-20,9316548500,1310895,576,41726,domestic,0,major_domestic,0,2977866,drama,4,3,9
롱 리브 더 킹: 목포 영웅,2019-06-19,9228798910,1094404,965,38839,domestic,0,etc_distributor,2,1094404,action,2,3,6
찌라시: 위험한 소문,2014-02-20,9111748087,1221427,560,37426,domestic,0,major_domestic,0,2450084,drama,4,3,2
퍼시픽 림: 업라이징,2018-03-21,8962712795,1077235,1145,49600,abroad,1,major_abroad,1,1808174,action,2,2,3
토탈 리콜,2012-08-15,8958236000,1219637,448,27089,abroad,1,etc_distributor,2,1219637,action,2,3,8
빅매치,2014-11-27,8952096578,1177438,627,38527,domestic,0,major_domestic,0,1177438,action,2,3,11
라이트 아웃,2016-08-24,8893059975,1111284,659,34444,abroad,1,major_abroad,1,1234282,fear,12,3,8
미씽: 사라진 여자,2016-11-30,8881616256,1153109,790,40617,domestic,0,etc_distributor,2,2152990,mystery,9,2,11
더 넌,2018-09-19,8777844795,1011580,824,32736,abroad,1,major_abroad,1,1011580,fear,12,3,9
성난 변호사,2015-10-08,8723650039,1128288,607,36990,domestic,0,major_domestic,0,925955,crime,5,3,10
육혈포 강도단,2010-03-18,8651186000,1214237,319,51941,domestic,0,major_domestic,0,1368505,crime,5,3,3
R2B: 리턴투베이스,2012-08-15,8602921371,1201944,539,32881,domestic,0,major_domestic,0,1201944,action,2,3,8
깡철이,2013-10-02,8572344462,1209363,707,43102,domestic,0,major_domestic,0,1209363,etc,1,2,10
더 웹툰: 예고살인,2013-06-27,8537683070,1201457,541,35931,domestic,0,major_domestic,0,1201457,fear,12,2,6
결혼전야,2013-11-21,8434175719,1212843,524,38819,domestic,0,etc_distributor,2,1168829,romance,10,3,11
웜 바디스,2013-03-14,8361708124,1169839,477,37960,abroad,1,major_domestic,0,1169839,comedy,0,3,3
고령화 가족,2013-05-09,8169492153,1141222,583,37524,domestic,0,major_domestic,0,1343677,drama,4,3,5
그놈이다,2015-10-28,8096427152,1046015,681,38678,domestic,0,etc_distributor,2,1046015,thriller,11,3,10
특수본,2011-11-24,8096052500,1118258,471,40881,domestic,0,major_domestic,0,1118258,action,2,3,11
베스트셀러,2010-04-15,7983184500,1081752,308,41064,domestic,0,etc_distributor,2,1035829,mystery,9,1,4
수상한 고객들,2011-04-14,7953428000,1059350,411,33930,domestic,0,major_domestic,0,1059350,comedy,0,1,4
1917,2020-02-19,7924722960,877017,932,91511,abroad,1,etc_distributor,2,1691307,drama,4,2,2
결백,2020-06-10,7859629340,894025,1112,74532,domestic,0,etc_distributor,2,894025,drama,4,3,6
헝거게임: 캣칭 파이어,2013-11-21,7850816000,1125739,630,33686,abroad,1,major_domestic,0,928878,fantasy,3,3,11
더 울버린,2013-07-25,7849518000,1075333,707,26905,abroad,1,etc_distributor,2,619031,sf,7,1,7
매그니피센트 7,2016-09-14,7633490421,921317,579,27648,abroad,1,major_abroad,1,921317,action,2,3,9
오직 그대만,2011-10-20,7591008500,1027622,435,35365,domestic,0,major_domestic,0,1027622,romance,10,2,10
심장이 뛴다,2011-01-05,7538083500,1006947,445,26778,domestic,0,major_domestic,0,1006947,etc,1,3,1
월요일이 사라졌다,2018-02-22,7489885100,903175,381,24247,abroad,1,etc_distributor,2,586342,action,2,3,2
염력,2018-01-31,7484644112,990104,1099,45623,domestic,0,major_domestic,0,5455944,comedy,0,2,1
본 레거시,2012-09-06,7412233000,1015711,585,31628,abroad,1,major_abroad,1,1015711,action,2,3,9
셔터 아일랜드,2010-03-18,7407854500,990223,272,29043,abroad,1,major_domestic,0,787652,drama,4,2,3
미쓰 와이프,2015-08-13,7387086869,988451,437,28864,domestic,0,etc_distributor,2,1368505,comedy,0,2,8
시체가 돌아왔다,2012-03-29,7360631000,986923,435,36705,domestic,0,major_domestic,0,986923,crime,5,3,3
가문의 영광5 - 가문의 귀환,2012-12-19,7245056500,1012223,447,22573,domestic,0,major_domestic,0,686134,comedy,0,3,12
원더풀 라디오,2012-01-05,7193596000,977470,474,29167,domestic,0,major_domestic,0,879493,drama,4,2,1
셜록홈즈 : 그림자 게임,2011-12-21,7168608500,949299,360,25140,abroad,1,major_abroad,1,512169,action,2,2,12
미드웨이,2019-12-31,7143163010,824836,842,32902,abroad,1,etc_distributor,2,965055,action,2,3,12
애나벨,2014-10-02,7083492943,926027,464,29000,abroad,1,major_abroad,1,926027,fear,12,2,10
인랑,2018-07-25,7006622673,898945,1085,25427,domestic,0,major_abroad,1,898945,thriller,11,3,7
시동,2019-12-18,6876716560,792493,825,34835,domestic,0,major_domestic,0,792493,drama,4,3,12
돈 크라이 마미,2012-11-22,6798882099,972962,444,29539,domestic,0,etc_distributor,2,972962,thriller,11,3,11
평행이론,2010-02-18,6793066000,921111,265,32341,domestic,0,major_domestic,0,921111,thriller,11,2,2
점쟁이들,2012-10-03,6731202500,953682,479,31577,domestic,0,major_domestic,0,528858,comedy,0,3,10
투어리스트,2010-12-09,6728872000,901843,418,26842,abroad,1,etc_distributor,2,901843,action,2,2,12
베이비 드라이버,2017-09-14,6699906214,822769,778,40531,abroad,1,etc_distributor,2,822769,action,2,3,9
브리짓 존스의 베이비,2016-09-28,6678585874,820995,509,30736,abroad,1,major_abroad,1,820995,comedy,0,3,9
디스 민즈 워,2012-02-29,6661435000,873396,351,32790,abroad,1,etc_distributor,2,873396,action,2,3,2
레슬러,2018-05-09,6481379657,771141,957,43079,domestic,0,major_domestic,0,771141,drama,4,3,5
체포왕,2011-05-04,6413325500,870887,407,32545,domestic,0,major_domestic,0,870887,comedy,0,2,5
헝거게임: 모킹제이,2014-11-20,6400058044,854377,630,28796,abroad,1,major_domestic,0,928878,fantasy,3,3,11
인시디어스 3,2015-07-09,6396650620,825517,416,20824,abroad,1,major_abroad,1,700280,fear,12,3,7
손님,2015-07-09,6385937880,828025,634,23404,domestic,0,major_domestic,0,828025,fantasy,3,3,7
만추,2011-02-17,6313817000,845845,444,25590,domestic,0,major_domestic,0,845845,drama,4,2,2
공각기동대 : 고스트 인 더 쉘,2017-03-29,6285970884,764072,807,36261,abroad,1,major_domestic,0,700351,sf,7,1,3
대립군,2017-05-31,6276963402,837500,809,29084,domestic,0,etc_distributor,2,837500,drama,4,3,5
기술자들,2014-12-24,6241817635,786257,481,18808,domestic,0,major_domestic,0,959726,crime,5,3,12
물괴,2018-09-12,6106452954,723622,1183,46022,domestic,0,major_domestic,0,925955,action,2,3,9
스플릿,2016-11-09,6102712539,758195,702,32616,domestic,0,etc_distributor,2,2253073,drama,4,3,11
열한시,2013-11-28,6097792000,870785,512,32536,domestic,0,major_domestic,0,2137558,thriller,11,3,11
헝거게임: 더 파이널,2015-11-18,6069167163,806520,661,26973,abroad,1,major_domestic,0,928878,action,2,3,11
미쓰백,2018-10-11,6040344066,722182,671,41961,domestic,0,etc_distributor,2,722182,drama,4,3,10
그랜드 부다페스트 호텔,2014-03-20,6019756082,774699,241,26377,abroad,1,etc_distributor,2,774699,mystery,9,3,3
남쪽으로 튀어,2013-02-06,5970851500,832894,428,23088,domestic,0,major_domestic,0,1294037,drama,4,3,2
미확인 동영상 : 절대클릭금지,2012-05-30,5939840500,867386,361,25059,domestic,0,major_domestic,0,867386,fear,12,3,5
런던 해즈 폴른,2016-03-10,5908367979,731584,526,37569,abroad,1,etc_distributor,2,731584,action,2,3,3
고死 두 번째 이야기: 교생실습,2010-07-28,5802318000,857038,313,23307,domestic,0,major_domestic,0,857038,fear,12,3,7
A-특공대,2010-06-10,5795794000,777985,323,26460,abroad,1,etc_distributor,2,777985,action,2,3,6
잭 리처,2013-01-17,5758577000,784031,431,19868,abroad,1,major_domestic,0,697564,action,2,2,1
푸른소금,2011-08-31,5739824500,771699,476,28346,domestic,0,major_domestic,0,771699,drama,4,2,8
피라냐,2010-08-26,5661671000,505836,310,22744,abroad,1,etc_distributor,2,505836,fear,12,3,8
인페르노,2016-10-19,5656281303,689071,754,31809,abroad,1,major_abroad,1,749235,mystery,9,3,10
화이트: 저주의 멜로디,2011-06-09,5587166000,790954,311,28059,domestic,0,major_domestic,0,561357,fear,12,3,6
반창꼬,2012-12-19,5451422068,745262,381,20840,domestic,0,major_domestic,0,699682,drama,4,2,12
주유소 습격사건 2,2010-01-21,5379208500,729834,315,27844,domestic,0,etc_distributor,2,729834,comedy,0,3,1
상의원,2014-12-24,5293724564,676632,466,13809,domestic,0,major_domestic,0,592272,drama,4,3,12
통증,2011-09-07,5246996000,700272,317,29211,domestic,0,major_domestic,0,1917958,drama,4,3,9
그날의 분위기,2016-01-14,5149571612,653287,592,27186,domestic,0,major_domestic,0,653287,romance,10,2,1
나를 찾아줘,2019-11-27,5117014620,645082,875,29475,domestic,0,major_abroad,1,645082,thriller,11,3,11
그것: 두 번째 이야기,2019-09-04,5112010367,591346,999,25622,abroad,1,major_abroad,1,591346,thriller,11,3,9
내 깡패 같은 애인,2010-05-20,5028520000,688639,265,25806,domestic,0,major_domestic,0,2450084,comedy,0,2,5
인비저블맨,2020-02-26,5015895060,575043,776,63076,abroad,1,major_abroad,1,700280,fear,12,1,2
