moviename,openingdate,sales,attendance,screen,playcount,country,distributor,director,genre,actor,filmrank
배틀쉽,2012.4.11,16545921500,2241687,736,53109,미국,유니버설픽쳐스인터내셔널 코리아(유),피터 버그,액션,"테일러 키취(알렉스 하퍼), 리암 니슨(셰인 제독), 리아나(코라 레익스)",[국내] 12세 관람가
루시,2014.9.3,16468076039,1974893,641,44585,미국,유니버설픽쳐스인터내셔널 코리아(유),김준성,SF,"고수(최대호), 설경구(송방섭)",[국내] 15세 관람가
걸리버 여행기,2011.1.27,16441365500,1762071,527,41181,미국,이십세기폭스코리아(주),롭 레터맨,모험,"잭 블랙(르무엘 걸리버), 제이슨 세걸(호라티오), 에밀리 블런트(메리 공주)",[국내] 전체 관람가 [해외] PG
컨저링,2013.9.17,16353225777,2262758,563,48616,미국,워너브러더스 코리아(주),마이클 차베즈,공포,"베라 파미가(로레인), 패트릭 윌슨(에드), 줄리안 힐리아드(데이빗)",[국내] 15세 관람가
내안의 그놈,2019.1.9,16302228567,1902828,1041,61683,한국,"(주)메리크리스마스,TCO(주)더콘텐츠온",강효진,판타지,"진영(동현), 박성웅(판수), 라미란(미선)",[국내] 15세 관람가
봉이 김선달,2016.7.6,16227052642,2051277,942,51418,한국,(주)씨제이이엔엠,박대민,코미디,"유승호(김인홍), 조재현(성대련), 고창석(보원)",[국내] 12세 관람가
인투 더 스톰,2014.8.28,16157166332,2078698,585,45899,미국,워너브러더스 코리아(주),스티븐 쿼일,액션,"리처드 아미티지(게리 모리스), 사라 웨인 콜리스(앨리슨 스톤), 맷 월쉬(피트)",[국내] 12세 관람가
뷰티 인사이드,2015.8.20,16148479531,2053435,648,52618,한국,(주)넥스트엔터테인먼트월드(NEW),백종열,멜로/로맨스,"한효주(홍이수), 김대명(우진1), 도지한(우진18)",[국내] 12세 관람가
레버넌트: 죽음에서 돌아온 자,2016.1.14,16107360130,2007188,967,55063,미국,이십세기폭스코리아(주),알레한드로 곤잘레스 이냐리투,모험,"레오나르도 디카프리오(휴 글래스), 톰 하디(존 피츠 제럴드), 도널 글리슨(앤드류 헨리)",[국내] 15세 관람가 [해외] R
논스톱,2014.2.27,16066549940,2084482,582,58217,미국,(주)넥스트엔터테인먼트월드(NEW),에브라힘 하타미키아,액션,"바박 해미디안(알리), 하디 헤자지파르(유네스)",[국내] 15세 관람가
토르: 천둥의 신,2011.4.28,15985737000,1694562,496,45188,미국,(주)씨제이이엔엠,케네스 브래너,판타지,"크리스 헴스워스(토르), 나탈리 포트만(제인 포스터), 톰 히들스턴(로키)",[국내] 12세 관람가 [해외] PG-13
#살아있다,2020.6.24,15968219900,1903992,1882,137073,한국,롯데컬처웍스(주)롯데엔터테인먼트,조일형,드라마,"유아인(오준우), 박신혜(김유빈)",[국내] 15세 관람가
수어사이드 스쿼드,2016.8.3,15874111188,1898220,823,29512,미국,워너브러더스 코리아(주),엑셀 브라운,액션,"클리오 발렌타인, 토미 피스톨, 찰스 데라",[국내] 청소년 관람불가
라이프 오브 파이,2013.1.1,15812506500,1588373,392,32722,미국,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)",이안,모험,"수라즈 샤르마(소년 파이 파텔), 이르판 칸(파이 파텔)",[국내] 전체 관람가
마약왕,2018.12.19,15784724552,1813594,1297,41658,한국,(주)쇼박스,우민호,범죄,"송강호(이두삼), 조정석(김인구), 배두나(김정아)",[국내] 청소년 관람불가
컨저링 2,2016.6.9,15759374229,1928605,640,45816,미국,워너브러더스 코리아(주),제임스 완,공포,"베라 파미가(로레인), 패트릭 윌슨(에드), 프란카 포텐테(애니타)",[국내] 15세 관람가
내부자들: 디 오리지널,2015.12.31,15742927260,1924720,838,45697,한국,(주)쇼박스,우민호,범죄,"이병헌(안상구), 조승우(우장훈), 백윤식(이강희)",[국내] 청소년 관람불가
애나벨 : 인형의 주인,2017.8.10,15527492238,1934270,1006,35103,미국,워너브러더스 코리아(주),데이비드 F. 샌드버그,공포,"스테파니 시그만(수녀 샬럿), 탈리타 베이트먼(재니스), 앨리시아 벨라 베일리",[국내] 15세 관람가 [해외] R
노아,2014.3.20,15514373500,2026594,952,56722,미국,(주)씨제이이엔엠,토비 젠켈,애니메이션,"안현서(피니), 윤미나(리아), 이상헌(레너드)",[국내] 전체 관람가
변신,2019.8.21,15417922925,1804112,975,63211,한국,(주)에이스메이커무비웍스,헨크 프리토리우스,공포,"제미마 웨스트, 크리스토퍼 데인",[국내] 15세 관람가
초능력자,2010.11.10,15374489000,2130606,612,58000,한국,(주)넥스트엔터테인먼트월드(NEW),김민석,SF,"강동원(초인), 고수(임규남), 정은채(영숙)",[국내] 15세 관람가
쩨쩨한 로맨스,2010.12.1,15338827000,2009586,450,46199,한국,롯데쇼핑㈜롯데엔터테인먼트,김정훈,멜로/로맨스,"이선균(정배), 최강희(다림)",[국내] 청소년 관람불가
뺑반,2019.1.30,15224305848,1826912,1285,47215,한국,(주)쇼박스,한준희,범죄,"공효진(시연), 류준열(민재), 조정석(재철)",[국내] 15세 관람가
테이큰 3,2015.1.1,15088105000,1860934,616,38060,미국,이십세기폭스코리아(주),올리비에 메가턴,액션,"리암 니슨(브라이언 밀스), 팜케 얀센(레니), 매기 그레이스(킴)",[국내] 15세 관람가
몽타주,2013.5.16,15002458500,2095592,544,53195,한국,(주)넥스트엔터테인먼트월드(NEW),정근섭,스릴러,"엄정화(하경), 김상경(청호), 송영창(한철)",[국내] 15세 관람가
이클립스,2010.7.7,14945720000,2069246,535,46355,미국,(주)넥스트엔터테인먼트월드(NEW),데이빗 슬레이드,판타지,"크리스틴 스튜어트(벨라 스완), 로버트 패틴슨(에드워드 컬렌), 테일러 로트너(제이콥 블랙)",[국내] 12세 관람가 [해외] PG-13
오늘의 연애,2015.1.14,14924654487,1891993,709,47237,한국,(주)씨제이이엔엠,박진표,멜로/로맨스,"이승기(준수), 문채원(현우), 이서진(동진)",[국내] 15세 관람가
담보,2020.9.29,14748867550,1719521,1342,110260,한국,(주)씨제이이엔엠,강대규,드라마,"성동일(두석), 하지원(승이), 김희원(종배)",[국내] 12세 관람가
마당을 나온 암탉,2011.7.28,14668226000,2201273,363,39224,한국,롯데쇼핑㈜롯데엔터테인먼트,오성윤,애니메이션,"문소리(잎싹 목소리), 유승호(초록 목소리), 최민식(나그네 목소리)",[국내] 전체 관람가
강철비2: 정상회담,2020.7.29,14661646110,1791533,2137,106658,한국,롯데컬처웍스(주)롯데엔터테인먼트,양우석,드라마,"정우성(한 대통령), 곽도원(호위총국장), 유연석(북 위원장)",[국내] 15세 관람가
저스티스 리그,2017.11.15,14629677795,1786383,1308,73390,미국,워너브러더스 코리아(주),잭 스나이더,액션,"벤 애플렉(브루스 웨인/배트맨), 갤 가돗(다이애나 프린스/원더 우먼), 제이슨 모모아(아서 커리/아쿠아맨)",[국내] 12세 관람가
노무현입니다,2017.5.25,14556517612,1855149,775,61327,한국,"CGV아트하우스,영화사 풀",이창재,다큐멘터리,노무현(본인),[국내] 12세 관람가
레지던트 이블 4: 끝나지 않은 전쟁 3D,2010.9.16,14533948000,1190008,337,37849,독일,한국소니픽쳐스릴리징브에나비스타영화㈜,폴 앤더슨,액션,밀라 요보비치(앨리스),[국내] 청소년 관람불가 [해외] R
남자가 사랑할 때,2014.1.22,14510222300,1979311,531,41123,한국,(주)넥스트엔터테인먼트월드(NEW),한동욱,드라마,"황정민(태일), 한혜진(호정)",[국내] 15세 관람가
페르시아의 왕자: 시간의 모래,2010.5.27,14483501000,1970823,567,51307,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,마이크 뉴웰,액션,"제이크 질렌할(다스탄 왕자), 젬마 아터튼(타미나 공주), 벤 킹슬리(니잠)",[국내] 12세 관람가
지.아이.조 2,2013.3.28,14457048500,1855917,766,62627,미국,(주)씨제이이엔엠,존 추,액션,"이병헌(스톰 쉐도우), 브루스 윌리스(조 콜튼), 드웨인 존슨(로드블럭)",[국내] 15세 관람가 [해외] PG-13
샌 안드레아스,2015.6.3,14435844152,1716455,847,62016,미국,워너브러더스 코리아(주),브래드 페이튼,액션,"드웨인 존슨(레이몬드 게인즈), 알렉산드라 다드다리오(블레이크 게인즈), 칼라 구기노(엠마 게인즈)",[국내] 12세 관람가 [해외] PG-13
용의자,2013.12.24,14408028500,1954586,618,42310,한국,(주)쇼박스,소유붕,드라마,"왕카이(탕촨), 장로일(스홍), 임심여(천칭)",[국내] 12세 관람가
토이 스토리 3,2010.8.5,14319338600,1458865,393,28615,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,리 언크리치,애니메이션,"톰 행크스(우디 목소리), 팀 알렌(버즈 라이트이어 목소리), 조앤 쿠삭(제시 목소리)",[국내] 전체 관람가 [해외] G
007 스펙터,2015.11.11,14301476030,1820760,1105,51940,영국,유니버설픽쳐스인터내셔널 코리아(유),샘 멘데스,액션,"다니엘 크레이그(제임스 본드), 레아 세이두(매들린 스완), 크리스토프 왈츠(오버하우서)",[국내] 15세 관람가
킬러의 보디가드,2017.8.30,14020395800,1721757,482,42002,미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",패트릭 휴즈,액션,"라이언 레이놀즈(마이클 브라이스), 사무엘 L. 잭슨(다리우스 킨케이드), 셀마 헤이엑(소니아 킨케이드)",[국내] 15세 관람가
콩: 스컬 아일랜드,2017.3.8,13990563383,1689717,984,56425,미국,워너브러더스 코리아(주),조던 복트-로버츠,액션,"톰 히들스턴(제임스 콘라드), 사무엘 L. 잭슨(프레스턴 패커드), 브리 라슨(메이슨 위버)",[국내] 12세 관람가 [해외] PG-13
삼진그룹 영어토익반,2020.10.21,13981414470,1571286,1615,139275,한국,롯데컬처웍스(주)롯데엔터테인먼트,이종필,드라마,"고아성(이자영), 이솜(정유나), 박혜수(심보람)",[국내] 12세 관람가
악마를 보았다,2010.8.12,13919416500,1817063,490,42721,한국,(주)쇼박스,김지운,범죄,"이병헌(김수현), 최민식(장경철)",[국내] 청소년 관람불가
주먹왕 랄프 2: 인터넷 속으로,2019.1.3,13877029723,1754375,1453,56412,미국,월트디즈니컴퍼니코리아 유한책임회사,필 존스턴,애니메이션,"존 C. 라일리(랄프 목소리), 사라 실버맨(바넬로피 목소리), 제인 린치(칼훈 목소리)",[국내] 전체 관람가 [해외] PG
라스트 에어벤더,2010.8.19,13854892500,1371164,399,32416,미국,CJ ENM,M. 나이트 샤말란,판타지,"노아 링어(아앙), 잭슨 라스본(소카), 니콜라 펠츠(카타라)",[국내] 전체 관람가 [해외] PG
해결사,2010.9.9,13844624000,1843404,525,59325,한국,"(주)넥스트엔터테인먼트월드(NEW),(주)에스비에스콘텐츠허브",아칸 사타예브,액션,"이차노브 버릭, 비니 존스",[국내] 15세 관람가
쥬만지: 새로운 세계,2018.1.3,13814824864,1708672,791,41806,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,제이크 캐스단,액션,"드웨인 존슨(닥터 브레이브스톤/스펜서), 잭 블랙(셸리 오베론/베서니), 케빈 하트(무스 핀바/프리지)",[국내] 12세 관람가 [해외] PG-13
걸캅스,2019.5.9,13812802134,1629528,973,63163,한국,(주)씨제이이엔엠,정다원,코미디,"라미란(박미영), 이성경(조지혜)",[국내] 15세 관람가
연애의 온도,2013.3.21,13798864446,1865195,567,57847,한국,롯데쇼핑㈜롯데엔터테인먼트,노덕,멜로/로맨스,"이민기(이동희), 김민희(장영)",[국내] 청소년 관람불가
도굴,2020.11.4,13764680410,1523514,1635,133284,한국,(주)씨제이이엔엠,박정배,범죄,"이제훈(동구), 조우진(존스박사), 신혜선(세희)",[국내] 12세 관람가
글러브,2011.1.20,13756104000,1887731,605,44725,한국,CJ ENM,강우석,드라마,"정재영(김상남), 유선(나주원), 강신일(교감)",[국내] 전체 관람가
아쿠아맨,2018.12.19,13659344323,1546297,1158,50500,미국,워너브러더스 코리아(주),제임스 완,액션,"제이슨 모모아(아서 커리 / 아쿠아맨), 앰버 허드(메라), 니콜 키드먼(아틀라나 여왕)",[국내] 12세 관람가 [해외] PG-13
이미테이션 게임,2015.2.17,13655929120,1743963,541,44782,영국,메가박스중앙(주)플러스엠,모튼 틸덤,드라마,"베네딕트 컴버배치(앨런 튜링), 키이라 나이틀리(조안 클라크), 매튜 구드(휴 알렉산더)",[국내] 15세 관람가 [해외] PG-13
23 아이덴티티,2017.2.22,13609648135,1675819,952,44104,미국,유니버설픽쳐스인터내셔널 코리아(유),M. 나이트 샤말란,공포,"제임스 맥어보이(데니스/패트리샤/헤드윅/비스트/케빈/배리/오웰/제이드), 안야 테일러 조이(케이시)",[국내] 15세 관람가 [해외] PG-13
아이들...,2011.2.17,13579712500,1867849,504,41515,한국,롯데쇼핑㈜롯데엔터테인먼트,이규만,범죄,"박용우(강지승), 류승룡(황우혁), 성동일(박 형사)",[국내] 15세 관람가
쎄시봉,2015.2.5,13571515911,1715370,829,51744,한국,(주)씨제이이엔엠,김현석,멜로/로맨스,"정우(젊은 오근태), 김윤석(오근태), 한효주(젊은 민자영)",[국내] 15세 관람가
나의 PS 파트너,2012.12.6,13548606616,1786831,552,37625,한국,(주)씨제이이엔엠,변성현,멜로/로맨스,"지성(현승), 김아중(윤정)",[국내] 청소년 관람불가
제보자,2014.10.2,13515762802,1755181,676,58358,한국,메가박스중앙(주)플러스엠,임순례,드라마,"박해일(윤민철 PD), 유연석(심민호), 이경영(이장환 박사)",[국내] 12세 관람가
닥터 두리틀,2020.1.8,13449206760,1607082,1290,68634,미국,유니버설픽쳐스인터내셔널 코리아(유),스티븐 개건,코미디,로버트 다우니 주니어(닥터 두리틀),[국내] 전체 관람가
코리아,2012.5.3,13448848500,1872681,537,49679,한국,(주)씨제이이엔엠,문현성,드라마,"하지원(현정화), 배두나(리분희)",[국내] 12세 관람가
300: 제국의 부활,2014.3.6,13395159700,1593116,720,54902,미국,워너브러더스 코리아(주),노암 머로,액션,"에바 그린(아르테미시아), 설리반 스탭플턴(테미스토클레스), 로드리고 산토로(크세르크세스 황제)",[국내] 청소년 관람불가 [해외] R
창궐,2018.10.25,13275772490,1599290,1351,60687,한국,(주)넥스트엔터테인먼트월드(NEW),김성훈,액션,"현빈(이청), 장동건(김자준)",[국내] 15세 관람가
성난황소,2018.11.22,13236490737,1593386,1010,48932,한국,(주)쇼박스,김민호,범죄,"마동석(강동철), 송지효(지수)",[국내] 15세 관람가
분노의 질주: 더 맥시멈,2013.5.22,13210338042,1790916,657,44371,미국,유니버설픽쳐스인터내셔널 코리아(유),저스틴 린,액션,"빈 디젤(도미닉 토레토), 드웨인 존슨(루크 홉스), 폴 워커(브라이언 오코너)",[국내] 15세 관람가 [해외] PG-13
러브픽션,2012.2.29,13200412500,1726202,617,44130,한국,(주)넥스트엔터테인먼트월드(NEW),전계수,멜로/로맨스,"하정우(주월/마형사), 공효진(희진/혜영)",[국내] 15세 관람가
퍼시 잭슨과 번개 도둑,2010.2.11,13158158500,1846180,334,43667,미국,이십세기폭스코리아(주),크리스 콜럼버스,판타지,"로건 레먼(퍼시 잭슨), 피어스 브로스넌(케이런), 우마 서먼(메두사)",[국내] 12세 관람가 [해외] PG
터보,2013.7.25,13116737000,1924414,634,28783,미국,(주)씨제이이엔엠,데이빗 소렌,애니메이션,"라이언 레이놀즈(터보 목소리), 폴 지아마티(체트 목소리), 마이클 페나(티토 목소리)",[국내] 전체 관람가
스타트렉 다크니스,2013.5.30,12964828000,1605271,607,40504,미국,(주)씨제이이엔엠,J.J. 에이브럼스,액션,"크리스 파인(제임스 T. 커크), 재커리 퀸토(스팍), 조 샐다나(우후라)",[국내] 12세 관람가
사자,2019.7.31,12931566145,1611163,1405,47683,한국,롯데컬처웍스(주)롯데엔터테인먼트,마키무라 츄타,드라마,[국내] 청소년 관람불가,
정직한 후보,2020.2.12,12854297030,1538038,1187,89425,한국,(주)넥스트엔터테인먼트월드(NEW),장유정,코미디,"라미란(주상숙), 김무열(박희철), 나문희(김옥희)",[국내] 12세 관람가
도어락,2018.12.5,12792097886,1559616,954,53732,한국,메가박스중앙(주)플러스엠,이권,스릴러,"공효진(조경민), 김예원(오효주), 김성오(이형사)",[국내] 15세 관람가
전설의 주먹,2013.4.10,12777314500,1744585,724,57593,한국,(주)씨제이이엔엠,강우석,액션,"황정민(임덕규), 유준상(이상훈), 이요원(홍규민)",[국내] 청소년 관람불가
인디펜던스 데이 : 리써전스,2016.6.22,12770879840,1500830,926,47432,미국,이십세기폭스코리아(주),롤랜드 에머리히,액션,"빌 풀만(토마스 J. 휘트모어), 리암 헴스워스(제이크 모리슨), 제프 골드브럼(데이빗 레빈슨)",[국내] 12세 관람가 [해외] PG-13
언터처블: 1%의 우정,2012.3.22,12735040000,1720472,454,48976,프랑스,(주)넥스트엔터테인먼트월드(NEW),올리비에르 나카체,코미디,"프랑수아 클루제(필립), 오마 사이(드리스)",[국내] 12세 관람가
평양성,2011.1.27,12684530500,1717566,483,41860,한국,롯데쇼핑㈜롯데엔터테인먼트,이준익,코미디,"정진영(〔신라〕김유신), 이문식(〔신라〕거시기), 류승룡(〔고구려〕남건)",[국내] 12세 관람가
임금님의 사건수첩,2017.4.26,12651193723,1635003,1054,53005,한국,(주)씨제이이엔엠,문현성,코미디,"이선균(예종), 안재홍(윤이서)",[국내] 12세 관람가
어스,2019.3.27,12586771104,1475087,1132,58522,미국,유니버설픽쳐스인터내셔널 코리아(유),조던 필,스릴러,"루피타 뇽(애들레이드 윌슨/레드), 윈스턴 듀크(게이브 윌슨/아브라함), 엘리자베스 모스(키티 타일러/달리아)",[국내] 15세 관람가
마다가스카3 : 이번엔 서커스다!,2012.6.6,12521043500,1629799,564,34150,미국,(주)씨제이이엔엠,에릭 다넬,애니메이션,"벤 스틸러(알렉스 목소리), 데이빗 쉼머(멜먼 목소리), 제이다 핀켓 스미스(글로리아 목소리)",[국내] 전체 관람가 [해외] PG
블랙 스완,2011.2.24,12484661500,1623310,344,46840,미국,"(주)영화사 그램,이십세기폭스코리아(주)",브렛 뮬렌,공포,"켄드라 카렐리(아드리아나), 캐롤라인 윌리엄스(발리), 데비 로천(카를리나)",[국내] 청소년 관람불가
엑소더스: 신들과 왕들,2014.12.3,12442681926,1511195,865,43742,미국,이십세기폭스코리아(주),리들리 스콧,드라마,"크리스찬 베일(모세스), 조엘 에저튼(람세스)",[국내] 12세 관람가 [해외] PG-13
집으로 가는 길,2013.12.11,12373339745,1763231,740,39811,한국,(주)씨제이이엔엠,방은진,드라마,"전도연(송정연), 고수(김종배)",[국내] 15세 관람가
드래곤 길들이기 3,2019.1.30,12346432876,1507922,971,42407,미국,유니버설픽쳐스인터내셔널 코리아(유),딘 데블로이스,애니메이션,"제이 바루첼(히컵 목소리), 아메리카 페레라(아스트리드 목소리), 케이트 블란쳇(발카 목소리)",[국내] 전체 관람가 [해외] PG
공범,2013.10.24,12333110882,1766285,611,51425,한국,(주)씨제이이엔엠,최승호,다큐멘터리,"이명박(본인), 김재철(본인), 김장겸(본인)",[국내] 15세 관람가
더 폰,2015.10.22,12309164568,1593694,794,53599,한국,(주)넥스트엔터테인먼트월드(NEW),김봉주,액션,"손현주(고동호), 엄지원(조연수), 배성우(도재현)",[국내] 15세 관람가
분노의 질주: 언리미티드,2011.4.20,12292868000,1621973,457,43329,미국,유니버설픽쳐스인터내셔널 코리아(유),저스틴 린,액션,"빈 디젤(도미닉 토레토), 폴 워커(브라이언 오코너), 드웨인 존슨(홉스)",[국내] 15세 관람가 [해외] PG-13
아이스 에이지 4: 대륙 이동설,2012.7.25,12291969704,1648110,501,26899,미국,이십세기폭스코리아(주),스티브 마티노,애니메이션,"존 레귀자모(시드 목소리), 레이 로마노(매니 목소리), 데니스 리어리(디에고 목소리)",[국내] 전체 관람가 [해외] PG
두근두근 내 인생,2014.9.3,12291081634,1624601,629,40158,한국,(주)씨제이이엔엠,이재용,드라마,"강동원(대수), 송혜교(미라), 조성목(아름)",[국내] 12세 관람가
공모자들,2012.8.29,12240964500,1646142,496,44959,한국,"씨너스엔터테인먼트(주),타임스토리그룹(주)",김홍선,범죄,"임창정(장기밀매총책_영규), 최다니엘(실종자남편_상호), 오달수(출장외과의_경재)",[국내] 청소년 관람불가
말레피센트 2,2019.10.17,12191395690,1444952,1108,63768,미국,월트디즈니컴퍼니코리아 유한책임회사,요아킴 뢰닝,판타지,"안젤리나 졸리(말레피센트), 엘르 패닝(오로라), 미셸 파이퍼(잉그리스 왕비)",[국내] 12세 관람가
대호,2015.12.16,12104808332,1584168,892,39599,한국,(주)넥스트엔터테인먼트월드(NEW),김경재,드라마,"류혜린, 노진원, 안민영",[국내] 청소년 관람불가
나의 특별한 형제,2019.5.1,12081618074,1478156,936,49927,한국,(주)넥스트엔터테인먼트월드(NEW),육상효,드라마,"신하균(세하), 이광수(동구), 이솜(미현)",[국내] 12세 관람가
그대를 사랑합니다,2011.2.17,12041827000,1645505,292,57869,한국,(주)넥스트엔터테인먼트월드(NEW),윤류해,드라마,"이순재(김만석), 정인기(김인섭), 김예령(이윤희)",[국내] 15세 관람가
차이나타운,2015.4.29,11990370378,1472106,551,45137,한국,CGV아트하우스,한준희,범죄,"김혜수(엄마), 김고은(일영), 엄태구(우곤)",[국내] 청소년 관람불가
램페이지,2018.4.12,11951980109,1385511,909,55295,미국,워너브러더스 코리아(주),브래드 페이튼,액션,"드웨인 존슨(데이비스 오코예), 제프리 딘 모건(러셀 요원), 나오미 해리스(케이트 칼드웰 의사)",[국내] 12세 관람가 [해외] PG-13
리틀 포레스트,2018.2.28,11929202185,1506269,884,68414,한국,메가박스중앙(주)플러스엠,모리 준이치,드라마,"하시모토 아이(이치코), 마츠오카 마유(키코), 미우라 타카히로(유우타)",[국내] 12세 관람가
파파로티,2013.3.14,11825934000,1716429,552,53601,한국,(주)쇼박스,윤종찬,드라마,"한석규(상진), 이제훈(장호), 오달수(덕생)",[국내] 15세 관람가
부라더,2017.11.2,11783109998,1492903,889,54975,한국,메가박스중앙(주)플러스엠,제임스 프랭코,드라마,"제임스 프랭코(맥스), 빈스 조리벳(브루스)",[국내] 청소년 관람불가
하울링,2012.2.16,11765293500,1612554,550,44753,한국,(주)씨제이이엔엠,유하,범죄,"송강호(조상길), 이나영(차은영)",[국내] 15세 관람가
우아한 거짓말,2014.3.13,11728460300,1619188,573,57492,한국,CGV아트하우스,이한,드라마,"김희애(현숙), 고아성(만지), 김유정(화연)",[국내] 12세 관람가
신들의 전쟁,2011.11.10,11726682000,1338411,525,46169,미국,(주)넥스트엔터테인먼트월드(NEW),타셈 싱,액션,"헨리 카빌(테세우스), 미키 루크(하이페리온 왕), 프리다 핀토(페드라)",[국내] 청소년 관람불가 [해외] R
해무(海霧),2014.8.13,11706782519,1475507,584,33490,한국,(주)넥스트엔터테인먼트월드(NEW),심성보,드라마,"김윤석(선장 철주), 박유천(동식), 한예리(홍매)",[국내] 청소년 관람불가
오션스8,2018.6.13,11700157266,1335829,837,55372,미국,워너브러더스 코리아(주),게리 로스,액션,"산드라 블록(데비 오션), 케이트 블란쳇(루), 앤 해서웨이(다프네 클루거)",[국내] 12세 관람가
피끓는 청춘,2014.1.22,11688382888,1676040,679,36082,한국,롯데쇼핑㈜롯데엔터테인먼트,이연우,코미디,"박보영(영숙), 이종석(중길), 이세영(소희)",[국내] 15세 관람가
무적자,2010.9.16,11629780500,1546132,412,46186,한국,CJ ENM,송해성,액션,"주진모(김혁), 송승헌(영춘), 김강우(김철)",[국내] 15세 관람가
로빈 후드,2010.5.13,11560588500,1570681,544,41953,미국,유니버설픽쳐스인터내셔널 코리아(유),니콜라스 윈터,액션,"벤 프리먼(로빈 후드), 마리 에버릿(마리온), 제임스 올리버 휘트리(주장관)",[국내] 15세 관람가
황해,2010.12.22,11524115000,1497242,618,23295,한국,"(주)쇼박스,이십세기폭스코리아(주)",나홍진,범죄,"하정우(김구남), 김윤석(면정학), 조성하(김태원)",[국내] 청소년 관람불가
탐정 홍길동: 사라진 마을,2016.5.4,11516170845,1430885,764,41076,한국,(주)씨제이이엔엠,조성희,드라마,"이제훈(홍길동), 김성균(강성일)",[국내] 15세 관람가
마다가스카의 펭귄,2014.12.31,11450482159,1512340,615,27171,미국,(주)씨제이이엔엠,에릭 다넬,애니메이션,"베네딕트 컴버배치(비밀요원 목소리), 존 말코비치(데이브/옥토브레인 목소리), 톰 맥그라스(스키퍼 목소리)",[국내] 전체 관람가 [해외] PG
골든슬럼버,2018.2.14,11412768798,1387508,833,42991,한국,(주)씨제이이엔엠,노동석,범죄,"강동원(김건우/실리콘), 김의성(민씨), 한효주(전선영)",[국내] 15세 관람가
벤허,2016.9.14,11410860395,1400301,717,38941,미국,롯데쇼핑㈜롯데엔터테인먼트,티무르 베크맘베토브,모험,"잭 휴스턴(벤허), 모건 프리먼(일데르임), 토비 켑벨(메살라)",[국내] 12세 관람가 [해외] PG-13
인간중독,2014.5.14,11284912400,1441973,682,44057,한국,(주)넥스트엔터테인먼트월드(NEW),김대우,드라마,"송승헌(김진평), 임지연(종가흔), 조여정(이숙진)",[국내] 청소년 관람불가
용의자X,2012.10.18,11241013000,1552055,553,42989,한국,(주)씨제이이엔엠,소유붕,드라마,"왕카이(탕촨), 장로일(스홍), 임심여(천칭)",[국내] 12세 관람가
오블리비언,2013.4.11,11165841500,1515356,634,47871,미국,유니버설픽쳐스인터내셔널 코리아(유),조셉 코신스키,액션,"톰 크루즈(잭 하퍼), 모건 프리먼(말콤 비치), 올가 쿠릴렌코(줄리아)",[국내] 15세 관람가
가디언즈 오브 갤럭시,2014.7.31,11098239184,1311190,539,22417,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),제임스 건,액션,"크리스 프랫(스타로드/피터 제이슨 퀼), 조 샐다나(가모라), 데이브 바티스타(드랙스/아서 더글라스)",[국내] 12세 관람가
해피 데스데이,2017.11.8,11004455402,1382650,714,52101,미국,유니버설픽쳐스인터내셔널 코리아(유),스콧 제프리,공포,"조지나 제인, 마이클 오우수",[국내] 청소년 관람불가
오케이 마담,2020.8.12,10981600110,1228968,1288,82969,한국,메가박스중앙(주)플러스엠,이철하,코미디,"엄정화(미영), 박성웅(석환), 이상윤(철승)",[국내] 15세 관람가
클로젯,2020.2.5,10971962280,1270835,1197,71453,한국,(주)씨제이이엔엠,김광빈,미스터리,"하정우(상원), 김남길(경훈), 허율(이나)",[국내] 15세 관람가
브이아이피,2017.8.23,10956621835,1373316,996,44650,한국,워너브러더스 코리아(주),박훈정,범죄,"장동건(박재혁), 김명민(채이도), 박희순(리대범)",[국내] 청소년 관람불가
나니아 연대기: 새벽 출정호의 항해,2010.12.8,10889884000,1140201,493,32481,미국,이십세기폭스코리아(주),마이클 앱티드,판타지,"벤 반스(캐스피언 왕), 조지 헨리(루시 페벤시), 윌 폴터(유스터스 스크럽)",[국내] 전체 관람가 [해외] PG
새미의 어드벤쳐 2,2012.8.1,10856204000,1457380,486,26436,벨기에,(주)씨제이이엔엠,벤 스타센,애니메이션,"빌리 웅거(새미), 팻 캐롤, 카를로스 맥쿨러스 2세(레이)",[국내] 전체 관람가
다이하드: 굿 데이 투 다이,2013.2.6,10825703000,1438056,459,33055,미국,이십세기폭스코리아(주),존 무어,액션,"브루스 윌리스(존 맥클레인), 제이 코트니(잭 맥클레인 ), 메리 엘리자베스 윈스티드(루시 맥클레인)",[국내] 15세 관람가 [해외] R
말레피센트,2014.5.29,10776965900,1397526,554,38894,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),요아킴 뢰닝,판타지,"안젤리나 졸리(말레피센트), 엘르 패닝(오로라), 미셸 파이퍼(잉그리스 왕비)",[국내] 12세 관람가
