영화명,개봉일,매출액,관객수,스크린수,상영횟수,국적,배급사
신의 한 수: 귀수편,2019.11.7,18463776050.0,"2,157,437","1,246","82,178",한국,(주)씨제이이엔엠
화차,2012.3.8,18459428000.0,"2,436,438",548,"62,643",한국,필라멘트픽쳐스
스파이,2015.5.21,18417637358.0,"2,318,748",665,"62,960",미국,이십세기폭스코리아(주)
테넷,2020.8.26,18396929850.0,"1,992,214","2,228","164,758",미국,워너브러더스 코리아(주)
로건,2017.3.1,18391060223.0,"2,169,109",954,"68,709",미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
블라인드,2011.8.10,18390012500.0,"2,367,942",404,"49,358",한국,(주)넥스트엔터테인먼트월드(NEW)
박열,2017.6.28,18093639795.0,"2,359,206","1,176","78,499",한국,메가박스중앙(주)플러스엠
이웃사람,2012.8.22,18088462369.0,"2,434,269",600,"56,752",한국,롯데쇼핑㈜롯데엔터테인먼트
모아나,2017.1.12,18056417307.0,"2,310,206",953,"53,162",미국,월트디즈니컴퍼니코리아 유한책임회사
명당,2018.9.19,17900775524.0,"2,087,474","1,117","58,450",한국,메가박스중앙(주)플러스엠
의뢰인,2011.9.29,17797042500.0,"2,393,086",522,"58,414",한국,(주)쇼박스
가문의 영광4 - 가문의 수난,2011.9.7,17792219500.0,"2,368,267",537,"48,432",한국,(주)넥스트엔터테인먼트월드(NEW)
강남 1970,2015.1.21,17718699499.0,"2,192,276",841,"53,304",한국,(주)쇼박스
화이: 괴물을 삼킨 아이,2013.10.9,17695412795.0,"2,394,453",817,"59,049",한국,(주)쇼박스
장화신은 고양이,2012.1.12,17602643500.0,"2,080,445",593,"45,451",미국,(주)씨제이이엔엠
테이큰 2,2012.9.27,17581098553.0,"2,308,596",682,"51,344",프랑스,이십세기폭스코리아(주)
007 스카이폴,2012.10.26,17487213000.0,"2,376,145",748,"51,357","미국,영국",소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
원더 우먼,2017.5.31,17468588886.0,"2,165,401","1,034","57,818",미국,워너브러더스 코리아(주)
겟 아웃,2017.5.17,17431830075.0,"2,138,174",945,"56,530",미국,유니버설픽쳐스인터내셔널 코리아(유)
악의 연대기,2015.5.14,17361815332.0,"2,192,525",776,"64,351",한국,(주)씨제이이엔엠
맨 오브 스틸,2013.6.13,17092964063.0,"2,182,227",998,"55,514",미국,워너브러더스 코리아(주)
하녀,2010.5.13,17038639000.0,"2,267,556",555,"59,621",한국,(주)싸이더스
협상,2018.9.19,17032133166.0,"1,967,721",919,"57,926",한국,(주)씨제이이엔엠
해리 포터와 죽음의 성물1,2010.12.15,16974636000.0,"2,396,988",717,"40,463",미국,워너브러더스 코리아(주)
백두산,2019.12.19,16921016530.0,"1,962,407","1,241","74,413",한국,"(주)씨제이이엔엠,(주)덱스터스튜디오"
굿바이 싱글,2016.6.29,16912706195.0,"2,108,273",841,"56,380",한국,(주)쇼박스
혹성탈출: 종의 전쟁,2017.8.15,16854482778.0,"2,051,315","1,017","44,543",미국,이십세기폭스코리아(주)
나잇&데이,2010.6.24,16777869600.0,"2,243,484",494,"54,797",미국,이십세기폭스코리아(주)
나의 사랑 나의 신부,2014.10.8,16636404305.0,"2,141,155",629,"69,681",한국,씨네그루(주)다우기술
호빗: 스마우그의 폐허,2013.12.12,16564184549.0,"2,115,878",811,"35,223","미국,뉴질랜드",워너브러더스 코리아(주)
배틀쉽,2012.4.11,16545921500.0,"2,241,687",736,"53,109",미국,유니버설픽쳐스인터내셔널 코리아(유)
루시,2014.9.3,16468076039.0,"1,974,893",641,"44,585","미국,프랑스",유니버설픽쳐스인터내셔널 코리아(유)
걸리버 여행기,2011.1.27,16441365500.0,"1,762,071",527,"41,181",미국,이십세기폭스코리아(주)
컨저링,2013.9.17,16353225777.0,"2,262,758",563,"48,616",미국,워너브러더스 코리아(주)
내안의 그놈,2019.1.9,16302228567.0,"1,902,828","1,041","61,683",한국,"(주)메리크리스마스,TCO(주)더콘텐츠온"
봉이 김선달,2016.7.6,16227052642.0,"2,051,277",942,"51,418",한국,(주)씨제이이엔엠
인투 더 스톰,2014.8.28,16157166332.0,"2,078,698",585,"45,899",미국,워너브러더스 코리아(주)
뷰티 인사이드,2015.8.20,16148479531.0,"2,053,435",648,"52,618",한국,(주)넥스트엔터테인먼트월드(NEW)
레버넌트: 죽음에서 돌아온 자,2016.1.14,16107360130.0,"2,007,188",967,"55,063",미국,이십세기폭스코리아(주)
논스톱,2014.2.27,16066549940.0,"2,084,482",582,"58,217","미국,프랑스",(주)넥스트엔터테인먼트월드(NEW)
토르: 천둥의 신,2011.4.28,15985737000.0,"1,694,562",496,"45,188",미국,(주)씨제이이엔엠
#살아있다,2020.6.24,15968219900.0,"1,903,992","1,882","137,073",한국,롯데컬처웍스(주)롯데엔터테인먼트
수어사이드 스쿼드,2016.8.3,15874111188.0,"1,898,220",823,"29,512",미국,워너브러더스 코리아(주)
라이프 오브 파이,2013.1.1,15812506500.0,"1,588,373",392,"32,722",미국,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)"
마약왕,2018.12.19,15784724552.0,"1,813,594","1,297","41,658",한국,(주)쇼박스
컨저링 2,2016.6.9,15759374229.0,"1,928,605",640,"45,816",미국,워너브러더스 코리아(주)
내부자들: 디 오리지널,2015.12.31,15742927260.0,"1,924,720",838,"45,697",한국,(주)쇼박스
애나벨 : 인형의 주인,2017.8.10,15527492238.0,"1,934,270","1,006","35,103",미국,워너브러더스 코리아(주)
노아,2014.3.20,15514373500.0,"2,026,594",952,"56,722",미국,(주)씨제이이엔엠
변신,2019.8.21,15417922925.0,"1,804,112",975,"63,211",한국,(주)에이스메이커무비웍스
초능력자,2010.11.10,15374489000.0,"2,130,606",612,"58,000",한국,(주)넥스트엔터테인먼트월드(NEW)
쩨쩨한 로맨스,2010.12.1,15338827000.0,"2,009,586",450,"46,199",한국,롯데쇼핑㈜롯데엔터테인먼트
뺑반,2019.1.30,15224305848.0,"1,826,912","1,285","47,215",한국,(주)쇼박스
테이큰 3,2015.1.1,15088105000.0,"1,860,934",616,"38,060",미국,이십세기폭스코리아(주)
몽타주,2013.5.16,15002458500.0,"2,095,592",544,"53,195",한국,(주)넥스트엔터테인먼트월드(NEW)
이클립스,2010.7.7,14945720000.0,"2,069,246",535,"46,355",미국,(주)넥스트엔터테인먼트월드(NEW)
오늘의 연애,2015.1.14,14924654487.0,"1,891,993",709,"47,237",한국,(주)씨제이이엔엠
담보,2020.9.29,14748867550.0,"1,719,521","1,342","110,260",한국,(주)씨제이이엔엠
마당을 나온 암탉,2011.7.28,14668226000.0,"2,201,273",363,"39,224",한국,롯데쇼핑㈜롯데엔터테인먼트
강철비2: 정상회담,2020.7.29,14661646110.0,"1,791,533","2,137","106,658",한국,롯데컬처웍스(주)롯데엔터테인먼트
저스티스 리그,2017.11.15,14629677795.0,"1,786,383","1,308","73,390",미국,워너브러더스 코리아(주)
노무현입니다,2017.5.25,14556517612.0,"1,855,149",775,"61,327",한국,"CGV아트하우스,영화사 풀"
레지던트 이블 4: 끝나지 않은 전쟁 3D,2010.9.16,14533948000.0,"1,190,008",337,"37,849","독일,미국,영국",한국소니픽쳐스릴리징브에나비스타영화㈜
남자가 사랑할 때,2014.1.22,14510222300.0,"1,979,311",531,"41,123",한국,(주)넥스트엔터테인먼트월드(NEW)
페르시아의 왕자: 시간의 모래,2010.5.27,14483501000.0,"1,970,823",567,"51,307",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
지.아이.조 2,2013.3.28,14457048500.0,"1,855,917",766,"62,627","미국,캐나다",(주)씨제이이엔엠
샌 안드레아스,2015.6.3,14435844152.0,"1,716,455",847,"62,016",미국,워너브러더스 코리아(주)
용의자,2013.12.24,14408028500.0,"1,954,586",618,"42,310",한국,(주)쇼박스
토이 스토리 3,2010.8.5,14319338600.0,"1,458,865",393,"28,615",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
007 스펙터,2015.11.11,14301476030.0,"1,820,760","1,105","51,940","영국,미국",유니버설픽쳐스인터내셔널 코리아(유)
킬러의 보디가드,2017.8.30,14020395800.0,"1,721,757",482,"42,002",미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
콩: 스컬 아일랜드,2017.3.8,13990563383.0,"1,689,717",984,"56,425",미국,워너브러더스 코리아(주)
삼진그룹 영어토익반,2020.10.21,13981414470.0,"1,571,286","1,615","139,275",한국,롯데컬처웍스(주)롯데엔터테인먼트
악마를 보았다,2010.8.12,13919416500.0,"1,817,063",490,"42,721",한국,(주)쇼박스
주먹왕 랄프 2: 인터넷 속으로,2019.1.3,13877029723.0,"1,754,375","1,453","56,412",미국,월트디즈니컴퍼니코리아 유한책임회사
라스트 에어벤더,2010.8.19,13854892500.0,"1,371,164",399,"32,416",미국,CJ ENM
해결사,2010.9.9,13844624000.0,"1,843,404",525,"59,325",한국,"(주)넥스트엔터테인먼트월드(NEW),(주)에스비에스콘텐츠허브"
쥬만지: 새로운 세계,2018.1.3,13814824864.0,"1,708,672",791,"41,806",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
걸캅스,2019.5.9,13812802134.0,"1,629,528",973,"63,163",한국,(주)씨제이이엔엠
연애의 온도,2013.3.21,13798864446.0,"1,865,195",567,"57,847",한국,롯데쇼핑㈜롯데엔터테인먼트
도굴,2020.11.4,13764680410.0,"1,523,514","1,635","133,284",한국,(주)씨제이이엔엠
글러브,2011.1.20,13756104000.0,"1,887,731",605,"44,725",한국,CJ ENM
아쿠아맨,2018.12.19,13659344323.0,"1,546,297","1,158","50,500","미국,호주",워너브러더스 코리아(주)
이미테이션 게임,2015.2.17,13655929120.0,"1,743,963",541,"44,782",영국,메가박스중앙(주)플러스엠
23 아이덴티티,2017.2.22,13609648135.0,"1,675,819",952,"44,104",미국,유니버설픽쳐스인터내셔널 코리아(유)
아이들...,2011.2.17,13579712500.0,"1,867,849",504,"41,515",한국,롯데쇼핑㈜롯데엔터테인먼트
쎄시봉,2015.2.5,13571515911.0,"1,715,370",829,"51,744",한국,(주)씨제이이엔엠
나의 PS 파트너,2012.12.6,13548606616.0,"1,786,831",552,"37,625",한국,(주)씨제이이엔엠
제보자,2014.10.2,13515762802.0,"1,755,181",676,"58,358",한국,메가박스중앙(주)플러스엠
닥터 두리틀,2020.1.8,13449206760.0,"1,607,082","1,290","68,634",미국,유니버설픽쳐스인터내셔널 코리아(유)
코리아,2012.5.3,13448848500.0,"1,872,681",537,"49,679",한국,(주)씨제이이엔엠
300: 제국의 부활,2014.3.6,13395159700.0,"1,593,116",720,"54,902",미국,워너브러더스 코리아(주)
창궐,2018.10.25,13275772490.0,"1,599,290","1,351","60,687",한국,(주)넥스트엔터테인먼트월드(NEW)
성난황소,2018.11.22,13236490737.0,"1,593,386","1,010","48,932",한국,(주)쇼박스
분노의 질주: 더 맥시멈,2013.5.22,13210338042.0,"1,790,916",657,"44,371",미국,유니버설픽쳐스인터내셔널 코리아(유)
러브픽션,2012.2.29,13200412500.0,"1,726,202",617,"44,130",한국,(주)넥스트엔터테인먼트월드(NEW)
퍼시 잭슨과 번개 도둑,2010.2.11,13158158500.0,"1,846,180",334,"43,667",미국,이십세기폭스코리아(주)
터보,2013.7.25,13116737000.0,"1,924,414",634,"28,783",미국,(주)씨제이이엔엠
스타트렉 다크니스,2013.5.30,12964828000.0,"1,605,271",607,"40,504",미국,(주)씨제이이엔엠
사자,2019.7.31,12931566145.0,"1,611,163","1,405","47,683",한국,롯데컬처웍스(주)롯데엔터테인먼트
정직한 후보,2020.2.12,12854297030.0,"1,538,038","1,187","89,425",한국,(주)넥스트엔터테인먼트월드(NEW)
도어락,2018.12.5,12792097886.0,"1,559,616",954,"53,732",한국,메가박스중앙(주)플러스엠
전설의 주먹,2013.4.10,12777314500.0,"1,744,585",724,"57,593",한국,(주)씨제이이엔엠
인디펜던스 데이 : 리써전스,2016.6.22,12770879840.0,"1,500,830",926,"47,432",미국,이십세기폭스코리아(주)
언터처블: 1%의 우정,2012.3.22,12735040000.0,"1,720,472",454,"48,976",프랑스,(주)넥스트엔터테인먼트월드(NEW)
평양성,2011.1.27,12684530500.0,"1,717,566",483,"41,860",한국,롯데쇼핑㈜롯데엔터테인먼트
임금님의 사건수첩,2017.4.26,12651193723.0,"1,635,003","1,054","53,005",한국,(주)씨제이이엔엠
어스,2019.3.27,12586771104.0,"1,475,087","1,132","58,522",미국,유니버설픽쳐스인터내셔널 코리아(유)
마다가스카3 : 이번엔 서커스다!,2012.6.6,12521043500.0,"1,629,799",564,"34,150",미국,(주)씨제이이엔엠
블랙 스완,2011.2.24,12484661500.0,"1,623,310",344,"46,840",미국,"(주)영화사 그램,이십세기폭스코리아(주)"
엑소더스: 신들과 왕들,2014.12.3,12442681926.0,"1,511,195",865,"43,742","미국,영국,스페인",이십세기폭스코리아(주)
집으로 가는 길,2013.12.11,12373339745.0,"1,763,231",740,"39,811",한국,(주)씨제이이엔엠
드래곤 길들이기 3,2019.1.30,12346432876.0,"1,507,922",971,"42,407",미국,유니버설픽쳐스인터내셔널 코리아(유)
공범,2013.10.24,12333110882.0,"1,766,285",611,"51,425",한국,(주)씨제이이엔엠
더 폰,2015.10.22,12309164568.0,"1,593,694",794,"53,599",한국,(주)넥스트엔터테인먼트월드(NEW)
분노의 질주: 언리미티드,2011.4.20,12292868000.0,"1,621,973",457,"43,329",미국,유니버설픽쳐스인터내셔널 코리아(유)
아이스 에이지 4: 대륙 이동설,2012.7.25,12291969704.0,"1,648,110",501,"26,899",미국,이십세기폭스코리아(주)
두근두근 내 인생,2014.9.3,12291081634.0,"1,624,601",629,"40,158",한국,(주)씨제이이엔엠
공모자들,2012.8.29,12240964500.0,"1,646,142",496,"44,959",한국,"씨너스엔터테인먼트(주),타임스토리그룹(주)"
말레피센트 2,2019.10.17,12191395690.0,"1,444,952","1,108","63,768",미국,월트디즈니컴퍼니코리아 유한책임회사
대호,2015.12.16,12104808332.0,"1,584,168",892,"39,599",한국,(주)넥스트엔터테인먼트월드(NEW)
나의 특별한 형제,2019.5.1,12081618074.0,"1,478,156",936,"49,927",한국,(주)넥스트엔터테인먼트월드(NEW)
그대를 사랑합니다,2011.2.17,12041827000.0,"1,645,505",292,"57,869",한국,(주)넥스트엔터테인먼트월드(NEW)
차이나타운,2015.4.29,11990370378.0,"1,472,106",551,"45,137",한국,CGV아트하우스
램페이지,2018.4.12,11951980109.0,"1,385,511",909,"55,295",미국,워너브러더스 코리아(주)
리틀 포레스트,2018.2.28,11929202185.0,"1,506,269",884,"68,414",한국,메가박스중앙(주)플러스엠
파파로티,2013.3.14,11825934000.0,"1,716,429",552,"53,601",한국,(주)쇼박스
부라더,2017.11.2,11783109998.0,"1,492,903",889,"54,975",한국,메가박스중앙(주)플러스엠
하울링,2012.2.16,11765293500.0,"1,612,554",550,"44,753",한국,(주)씨제이이엔엠
우아한 거짓말,2014.3.13,11728460300.0,"1,619,188",573,"57,492",한국,CGV아트하우스
신들의 전쟁,2011.11.10,11726682000.0,"1,338,411",525,"46,169",미국,(주)넥스트엔터테인먼트월드(NEW)
해무(海霧),2014.8.13,11706782519.0,"1,475,507",584,"33,490",한국,(주)넥스트엔터테인먼트월드(NEW)
오션스8,2018.6.13,11700157266.0,"1,335,829",837,"55,372",미국,워너브러더스 코리아(주)
피끓는 청춘,2014.1.22,11688382888.0,"1,676,040",679,"36,082",한국,롯데쇼핑㈜롯데엔터테인먼트
무적자,2010.9.16,11629780500.0,"1,546,132",412,"46,186","한국,홍콩,일본,태국",CJ ENM
로빈 후드,2010.5.13,11560588500.0,"1,570,681",544,"41,953",미국,유니버설픽쳐스인터내셔널 코리아(유)
황해,2010.12.22,11524115000.0,"1,497,242",618,"23,295","한국,미국,중국","(주)쇼박스,이십세기폭스코리아(주)"
탐정 홍길동: 사라진 마을,2016.5.4,11516170845.0,"1,430,885",764,"41,076",한국,(주)씨제이이엔엠
마다가스카의 펭귄,2014.12.31,11450482159.0,"1,512,340",615,"27,171",미국,(주)씨제이이엔엠
골든슬럼버,2018.2.14,11412768798.0,"1,387,508",833,"42,991",한국,(주)씨제이이엔엠
벤허,2016.9.14,11410860395.0,"1,400,301",717,"38,941",미국,롯데쇼핑㈜롯데엔터테인먼트
인간중독,2014.5.14,11284912400.0,"1,441,973",682,"44,057",한국,(주)넥스트엔터테인먼트월드(NEW)
용의자X,2012.10.18,11241013000.0,"1,552,055",553,"42,989",한국,(주)씨제이이엔엠
오블리비언,2013.4.11,11165841500.0,"1,515,356",634,"47,871",미국,유니버설픽쳐스인터내셔널 코리아(유)
가디언즈 오브 갤럭시,2014.7.31,11098239184.0,"1,311,190",539,"22,417",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
해피 데스데이,2017.11.8,11004455402.0,"1,382,650",714,"52,101",미국,유니버설픽쳐스인터내셔널 코리아(유)
오케이 마담,2020.8.12,10981600110.0,"1,228,968","1,288","82,969",한국,메가박스중앙(주)플러스엠
클로젯,2020.2.5,10971962280.0,"1,270,835","1,197","71,453",한국,(주)씨제이이엔엠
브이아이피,2017.8.23,10956621835.0,"1,373,316",996,"44,650",한국,워너브러더스 코리아(주)
나니아 연대기: 새벽 출정호의 항해,2010.12.8,10889884000.0,"1,140,201",493,"32,481",미국,이십세기폭스코리아(주)
새미의 어드벤쳐 2,2012.8.1,10856204000.0,"1,457,380",486,"26,436",벨기에,(주)씨제이이엔엠
다이하드: 굿 데이 투 다이,2013.2.6,10825703000.0,"1,438,056",459,"33,055",미국,이십세기폭스코리아(주)
말레피센트,2014.5.29,10776965900.0,"1,397,526",554,"38,894",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
에이리언: 커버넌트,2017.5.9,10745826264.0,"1,307,226",841,"41,761","미국,호주,뉴질랜드",이십세기폭스코리아(주)
사라진 밤,2018.3.7,10697981316.0,"1,315,726",925,"60,087",한국,(주)키다리이엔티
브레이킹 던 part1,2011.11.30,10692564000.0,"1,459,449",636,"43,060",미국,(주)넥스트엔터테인먼트월드(NEW)
기억의 밤,2017.11.29,10646654660.0,"1,386,611",759,"52,847",한국,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니"
드라큘라: 전설의 시작,2014.10.8,10607703908.0,"1,321,751",477,"46,483",미국,유니버설픽쳐스인터내셔널 코리아(유)
위대한 개츠비,2013.5.16,10581329643.0,"1,445,248",562,"36,008","미국,호주",워너브러더스 코리아(주)
특별시민,2017.4.26,10494768945.0,"1,362,634","1,154","46,377",한국,(주)쇼박스
궁합,2018.2.28,10478875438.0,"1,340,117",966,"52,427",한국,(주)씨제이이엔엠
퓨리,2014.11.20,10367640686.0,"1,362,114",590,"37,155","미국,영국",소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
장산범,2017.8.17,10341783083.0,"1,306,438",711,"34,768",한국,(주)넥스트엔터테인먼트월드(NEW)
퍼펙트맨,2019.10.2,10311352770.0,"1,240,022",894,"50,055",한국,(주)쇼박스
스윙키즈,2018.12.19,10308565602.0,"1,258,811",984,"32,237",한국,(주)넥스트엔터테인먼트월드(NEW)
폼페이: 최후의 날,2014.2.20,10303127700.0,"1,373,873",561,"43,288","미국,독일",롯데쇼핑㈜롯데엔터테인먼트
구르믈 버서난 달처럼,2010.4.28,10241716500.0,"1,383,867",506,"48,314",한국,에스케이텔레콤(주)
유열의 음악앨범,2019.8.28,10233455040.0,"1,245,532","1,078","59,626",한국,CGV아트하우스
스타트렉 비욘드,2016.8.17,10190375820.0,"1,157,156",716,"38,199",미국,롯데쇼핑㈜롯데엔터테인먼트
라푼젤,2011.2.10,10161464800.0,"1,011,163",328,"22,107",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
해치지않아,2020.1.15,10154099090.0,"1,209,689","1,216","53,441",한국,(주)에이스메이커무비웍스
워크래프트: 전쟁의 서막,2016.6.9,10142271205.0,"1,163,274",736,"34,087",미국,유니버설픽쳐스인터내셔널 코리아(유)
런닝맨,2013.4.4,10060239500.0,"1,422,844",567,"45,995","한국,미국",이십세기폭스코리아(주)
셜록: 유령신부,2016.1.2,9992425049.0,"1,278,894",891,"32,683",영국,메가박스중앙(주)플러스엠
"힘을 내요, 미스터 리",2019.9.11,9930518906.0,"1,181,960",990,"41,831",한국,(주)넥스트엔터테인먼트월드(NEW)
특별수사: 사형수의 편지,2016.6.16,9929947065.0,"1,241,899",691,"39,372",한국,(주)넥스트엔터테인먼트월드(NEW)
은교,2012.4.25,9918274444.0,"1,346,359",521,"41,683",한국,롯데쇼핑㈜롯데엔터테인먼트
해빙,2017.3.1,9905406822.0,"1,204,600",915,"46,227",한국,롯데쇼핑㈜롯데엔터테인먼트
생일,2019.4.3,9885147340.0,"1,197,565",878,"71,797",한국,(주)넥스트엔터테인먼트월드(NEW)
월드 인베이젼,2011.3.10,9799358000.0,"1,307,873",441,"44,241",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
헬로우 고스트,2010.12.22,9796273500.0,"1,356,230",472,"22,865",한국,(주)넥스트엔터테인먼트월드(NEW)
바람 바람 바람,2018.4.5,9784385375.0,"1,194,229",985,"57,939",한국,(주)넥스트엔터테인먼트월드(NEW)
잃어버린 세계를 찾아서 2: 신비의 섬,2012.1.19,9784305000.0,"1,149,628",398,"27,236",미국,워너브러더스 코리아(주)
굿 다이노,2016.1.7,9756167238.0,"1,328,913",814,"33,127",미국,월트디즈니컴퍼니코리아(주)
차형사,2012.5.30,9752555296.0,"1,346,754",433,"39,152",한국,(주)씨제이이엔엠
악녀,2017.6.8,9739662144.0,"1,208,081",685,"46,070",한국,(주)넥스트엔터테인먼트월드(NEW)
시간이탈자,2016.4.13,9731838195.0,"1,202,384",733,"55,075",한국,(주)씨제이이엔엠
슈퍼 배드,2010.9.16,9717463000.0,"1,027,050",338,"24,577",미국,유니버설픽쳐스인터내셔널 코리아(유)
점박이:한반도의 공룡3D,2012.1.26,9681445500.0,"1,050,852",457,"22,475",한국,(주)씨제이이엔엠
소스 코드,2011.5.4,9640238500.0,"1,277,690",403,"38,744",미국,"(주)디스테이션,(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트"
챔피언,2018.5.1,9471138230.0,"1,128,774",874,"47,320",한국,워너브러더스 코리아(주)
간기남,2012.4.11,9356404500.0,"1,246,185",396,"38,155",한국,(주)쇼박스
미스터 고,2013.7.17,9337976000.0,"1,328,888",840,"38,263","한국,중국",(주)쇼박스
간첩,2012.9.20,9316548500.0,"1,310,895",576,"41,726",한국,롯데쇼핑㈜롯데엔터테인먼트
항거:유관순 이야기,2019.2.27,9291455101.0,"1,157,949","1,094","46,159",한국,롯데컬처웍스(주)롯데엔터테인먼트
롱 리브 더 킹: 목포 영웅,2019.6.19,9228798910.0,"1,094,404",965,"38,839",한국,"메가박스중앙(주)플러스엠,(주)콘텐츠 난다긴다"
심야의 F.M.,2010.10.14,9179170500.0,"1,208,306",423,"50,423",한국,롯데쇼핑㈜롯데엔터테인먼트
찌라시: 위험한 소문,2014.2.20,9111748087.0,"1,221,427",560,"37,426",한국,(주)씨제이이엔엠
하루,2017.6.15,9072737842.0,"1,129,609",781,"45,808",한국,CGV아트하우스
메리다와 마법의 숲,2012.9.27,9024766000.0,"1,231,024",479,"22,087",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
엘리시움,2013.8.29,9017994500.0,"1,207,732",588,"31,515",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
"당신, 거기 있어줄래요",2016.12.14,8999085248.0,"1,124,815",767,"39,181",한국,롯데쇼핑㈜롯데엔터테인먼트
장사리 : 잊혀진 영웅들,2019.9.25,8997921050.0,"1,140,876","1,090","47,821",한국,워너브러더스 코리아(주)
퍼시픽 림: 업라이징,2018.3.21,8962712795.0,"1,077,235","1,145","49,600",미국,유니버설픽쳐스인터내셔널 코리아(유)
토탈 리콜,2012.8.15,8958236000.0,"1,219,637",448,"27,089","미국,캐나다",한국소니픽쳐스릴리징브에나비스타영화㈜
빅매치,2014.11.27,8952096578.0,"1,177,438",627,"38,527",한국,(주)넥스트엔터테인먼트월드(NEW)
간신,2015.5.21,8946842910.0,"1,110,246",697,"40,580",한국,롯데쇼핑㈜롯데엔터테인먼트
슬로우 비디오,2014.10.2,8913092219.0,"1,169,562",618,"40,665",한국,이십세기폭스코리아(주)
라이트 아웃,2016.8.24,8893059975.0,"1,111,284",659,"34,444",미국,워너브러더스 코리아(주)
동주,2016.2.17,8889077089.0,"1,172,641",543,"39,958",한국,메가박스중앙(주)플러스엠
미씽: 사라진 여자,2016.11.30,8881616256.0,"1,153,109",790,"40,617",한국,메가박스중앙(주)플러스엠
"날, 보러와요",2016.4.7,8836144063.0,"1,063,442",683,"49,237",한국,메가박스중앙(주)플러스엠
돈의 맛,2012.5.17,8780178611.0,"1,166,018",643,"36,922","한국,필리핀","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트"
더 넌,2018.9.19,8777844795.0,"1,011,580",824,"32,736",미국,워너브러더스 코리아(주)
쥬만지: 넥스트 레벨,2019.12.11,8774663410.0,"1,054,963","1,195","42,083",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
장수상회,2015.4.9,8737364643.0,"1,165,780",688,"52,928",한국,(주)씨제이이엔엠
성난 변호사,2015.10.8,8723650039.0,"1,128,288",607,"36,990",한국,(주)씨제이이엔엠
천문: 하늘에 묻는다,2019.12.26,8695248070.0,"1,035,024",929,"43,246",한국,롯데컬처웍스(주)롯데엔터테인먼트
메가마인드,2011.1.13,8688842000.0,"875,631",414,"22,905",미국,CJ ENM
육혈포 강도단,2010.3.18,8651186000.0,"1,214,237",319,"51,941",한국,롯데쇼핑㈜롯데엔터테인먼트
스카이스크래퍼,2018.7.11,8612111718.0,"1,002,858",831,"40,862",미국,유니버설픽쳐스인터내셔널 코리아(유)
R2B: 리턴투베이스,2012.8.15,8602921371.0,"1,201,944",539,"32,881",한국,(주)씨제이이엔엠
프로메테우스,2012.6.6,8600146099.0,"971,482",521,"31,629",미국,이십세기폭스코리아(주)
깡철이,2013.10.2,8572344462.0,"1,209,363",707,"43,102",한국,(주)씨제이이엔엠
용서는 없다,2010.1.7,8544828000.0,"1,118,277",323,"33,614",한국,(주)시네마서비스
더 웹툰: 예고살인,2013.6.27,8537683070.0,"1,201,457",541,"35,931",한국,(주)씨제이이엔엠
스타워즈: 라스트 제다이,2017.12.14,8535886061.0,"946,547","1,107","30,914",미국,월트디즈니컴퍼니코리아 유한책임회사
마이펫의 이중생활 2,2019.7.31,8512902825.0,"1,114,949",933,"30,858",미국,유니버설픽쳐스인터내셔널 코리아(유)
지오스톰,2017.10.19,8480864614.0,"1,028,384",854,"35,453",미국,워너브러더스 코리아(주)
맨 인 더 다크,2016.10.5,8480368672.0,"1,003,406",671,"40,136",미국,유니버설픽쳐스인터내셔널 코리아(유)
결혼전야,2013.11.21,8434175719.0,"1,212,843",524,"38,819",한국,씨너스엔터테인먼트(주)
웜 바디스,2013.3.14,8361708124.0,"1,169,839",477,"37,960",미국,(주)씨제이이엔엠
회사원,2012.10.11,8321175000.0,"1,110,523",549,"41,275",한국,(주)쇼박스
존 윅 3: 파라벨룸,2019.6.26,8205015858.0,"1,004,365",849,"29,819",미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
씽,2016.12.21,8203857789.0,"1,063,175",795,"19,645",미국,유니버설픽쳐스인터내셔널 코리아(유)
박물관이 살아있다 : 비밀의 무덤,2015.1.14,8170784606.0,"1,101,678",500,"30,146","미국,영국",이십세기폭스코리아(주)
고령화 가족,2013.5.9,8169492153.0,"1,141,222",583,"37,524",한국,(주)씨제이이엔엠
그놈이다,2015.10.28,8096427152.0,"1,046,015",681,"38,678",한국,CGV아트하우스
