영화명,개봉일,매출액,관객수,스크린수,상영횟수,대표국적,배급사
메리다와 마법의 숲,2012.9.27,"9,024,766,000","1,231,024",479,"22,087",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
토탈 리콜,2012.8.15,"8,958,236,000","1,219,637",448,"27,089",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
R2B: 리턴투베이스,2012.8.15,"8,602,921,371","1,201,944",539,"32,881",한국,(주)씨제이이엔엠
돈의 맛,2012.5.17,"8,780,178,611","1,166,018",643,"36,922",한국,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트"
잃어버린 세계를 찾아서 2: 신비의 섬,2012.1.19,"9,784,305,000","1,149,628",398,"27,236",미국,워너브러더스 코리아(주)
회사원,2012.10.11,"8,321,175,000","1,110,523",549,"41,275",한국,(주)쇼박스
가디언즈,2012.11.29,"8,083,010,500","1,056,250",470,"21,045",미국,(주)씨제이이엔엠
점박이:한반도의 공룡3D,2012.1.26,"9,681,445,500","1,050,852",457,"22,475",한국,(주)씨제이이엔엠
본 레거시,2012.9.6,"7,412,233,000","1,015,711",585,"31,628",미국,유니버설픽쳐스인터내셔널 코리아(유)
가문의 영광5 - 가문의 귀환,2012.12.19,"7,245,056,500","1,012,223",447,"22,573",한국,롯데쇼핑㈜롯데엔터테인먼트
시체가 돌아왔다,2012.3.29,"7,360,631,000","986,923",435,"36,705",한국,(주)씨제이이엔엠
원더풀 라디오,2012.1.5,"7,193,596,000","977,470",474,"29,167",한국,(주)쇼박스
돈 크라이 마미,2012.11.22,"6,798,882,099","972,962",444,"29,539",한국,(주)에스비에스콘텐츠허브
프로메테우스,2012.6.6,"8,600,146,099","971,482",521,"31,629",미국,이십세기폭스코리아(주)
스텝업4 : 레볼루션,2012.8.15,"7,157,894,000","953,871",281,"23,522",미국,롯데쇼핑㈜롯데엔터테인먼트
점쟁이들,2012.10.3,"6,731,202,500","953,682",479,"31,577",한국,(주)넥스트엔터테인먼트월드(NEW)
타이탄의 분노,2012.3.29,"7,591,124,500","893,027",535,"33,580",미국,워너브러더스 코리아(주)
디스 민즈 워,2012.2.29,"6,661,435,000","873,396",351,"32,790",미국,이십세기폭스코리아(주)
미확인 동영상 : 절대클릭금지,2012.5.30,"5,939,840,500","867,386",361,"25,059",한국,(주)쇼박스
존 카터: 바숨 전쟁의 서막,2012.3.8,"7,229,870,500","838,126",508,"30,760",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
나는 왕이로소이다,2012.8.8,"5,455,343,404","790,181",471,"21,898",한국,롯데쇼핑㈜롯데엔터테인먼트
토르: 마법망치의 전설,2012.2.9,"5,550,797,500","768,426",383,"18,742",아이슬란드,"롯데쇼핑㈜롯데엔터테인먼트,(주)스마일이엔티"
스노우 화이트 앤 더 헌츠맨,2012.5.30,"4,646,250,000","636,631",447,"20,647",미국,유니버설픽쳐스인터내셔널 코리아(유)
주먹왕 랄프,2012.12.19,"4,473,562,000","616,863",361,"9,560",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
미쓰GO,2012.6.21,"4,441,859,000","611,685",440,"24,851",한국,(주)넥스트엔터테인먼트월드(NEW)
헝거게임: 판엠의 불꽃,2012.4.5,"4,478,418,000","607,956",514,"24,924",미국,롯데쇼핑㈜롯데엔터테인먼트
피에타,2012.9.6,"4,355,592,500","603,283",326,"23,106",한국,(주)넥스트엔터테인먼트월드(NEW)
맨 온 렛지,2012.2.22,"4,393,531,500","591,841",408,"22,440",미국,롯데쇼핑㈜롯데엔터테인먼트
파파,2012.2.1,"4,000,072,000","587,291",414,"24,767",한국,롯데쇼핑㈜롯데엔터테인먼트
백설공주,2012.5.3,"4,097,396,000","585,473",386,"20,746",미국,롯데쇼핑㈜롯데엔터테인먼트
다크 섀도우,2012.5.10,"4,326,459,000","582,126",394,"18,978",미국,워너브러더스 코리아(주)
루퍼,2012.10.11,"4,265,566,000","571,922",386,"23,599",미국,(주)에스비에스콘텐츠허브
레지던트 이블 5 : 최후의 심판,2012.9.13,"4,757,460,500","558,433",368,"24,599",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
명탐정 코난: 11번째 스트라이커,2012.7.19,"3,363,777,000","524,914",350,"10,687",일본,(주)씨제이이엔엠
아부의 왕,2012.6.21,"3,511,102,500","497,880",428,"22,060",한국,롯데쇼핑㈜롯데엔터테인먼트
페이스메이커,2012.1.18,"3,443,753,000","467,697",412,"21,875",한국,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트"
락아웃: 익스트림미션,2012.6.14,"3,373,780,000","462,176",374,"22,172",미국,롯데쇼핑㈜롯데엔터테인먼트
익스펜더블 2,2012.9.6,"3,208,867,228","444,434",393,"20,126",미국,롯데쇼핑㈜롯데엔터테인먼트
밀레니엄 : 여자를 증오한 남자들,2012.1.11,"3,504,237,000","443,855",321,"12,005",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
두 개의 달,2012.7.12,"2,949,348,748","426,706",347,"16,810",한국,롯데쇼핑㈜롯데엔터테인먼트
늑대소년-확장판,2012.12.6,"2,868,180,500","414,064",278,"11,436",한국,(주)씨제이이엔엠
크로니클,2012.3.15,"2,884,776,000","384,398",324,"20,957",미국,이십세기폭스코리아(주)
타이타닉,1998.2.20,"4,473,640,500","369,643",272,"10,365",미국,"씨네힐,이십세기폭스코리아(주)"
프렌즈: 몬스터섬의비밀,2011.12.29,"2,668,476,500","364,732",290,"10,153",일본,"(주)스마일이엔티,(주)에스비에스콘텐츠허브"
미드나잇 인 파리,2012.7.5,"2,633,727,398","355,081",189,"9,256",미국,"(주)디스테이션,(주)드림팩트엔터테인먼트,(주)나이너스엔터테인먼트"
링컨: 뱀파이어 헌터,2012.8.30,"2,750,911,500","344,876",337,"16,372",미국,이십세기폭스코리아(주)
음치 클리닉,2012.11.29,"2,248,238,000","338,168",360,"16,243",한국,롯데쇼핑㈜롯데엔터테인먼트
늑대아이,2012.9.13,"2,296,193,261","332,702",226,"10,768",일본,(주)미디어데이
남영동1985,2012.11.22,"2,358,477,601","332,597",310,"15,679",한국,"씨너스엔터테인먼트(주),(주)엣나인필름"
무서운 이야기,2012.7.25,"2,452,368,566","331,760",274,"10,268",한국,롯데쇼핑㈜롯데엔터테인먼트
극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012.12.19,"1,281,250,750","329,560",275,"5,943",일본,(주)씨제이이엔엠
모모와 다락방의 수상한 요괴들,2012.7.5,"1,988,264,000","300,174",253,"7,084",일본,타임스토리그룹(주)
빌리와 용감한 녀석들 3D,2012.8.8,"1,961,802,000","299,628",241,"7,176",독일,(주)에스비에스콘텐츠허브
로렉스,2012.5.3,"2,153,198,000","298,780",463,"7,843",미국,유니버설픽쳐스인터내셔널 코리아(유)
7번방의 선물,2013.1.23,"91,431,914,670","12,811,206",866,"166,815",한국,(주)넥스트엔터테인먼트월드(NEW)
설국열차,2013.8.1,"67,010,087,500","9,349,993","1,128","124,823",한국,(주)씨제이이엔엠
관상,2013.9.11,"66,005,427,500","9,134,581","1,240","125,073",한국,(주)쇼박스
아이언맨 3,2013.4.25,"70,806,364,000","9,001,331","1,389","163,584",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
베를린,2013.1.30,"52,355,568,637","7,166,290",894,"111,744",한국,(주)씨제이이엔엠
은밀하게 위대하게,2013.6.5,"48,700,887,413","6,959,083","1,341","117,461",한국,(주)쇼박스
변호인,2013.12.18,"40,953,398,000","5,687,047",923,"55,006",한국,(주)넥스트엔터테인먼트월드(NEW)
숨바꼭질,2013.8.14,"39,602,977,500","5,604,103",779,"88,062",한국,(주)넥스트엔터테인먼트월드(NEW)
더 테러 라이브,2013.7.31,"39,869,706,381","5,584,139",809,"93,488",한국,롯데쇼핑㈜롯데엔터테인먼트
감시자들,2013.7.3,"39,380,162,179","5,508,017",949,"100,309",한국,(주)넥스트엔터테인먼트월드(NEW)
월드 워 Z,2013.6.20,"38,555,356,000","5,237,525",964,"100,823",미국,롯데쇼핑㈜롯데엔터테인먼트
신세계,2013.2.21,"34,881,330,905","4,682,492",671,"90,580",한국,(주)넥스트엔터테인먼트월드(NEW)
박수건달,2013.1.9,"28,343,986,569","3,893,216",603,"60,585",한국,(주)쇼박스
스파이,2013.9.5,"24,509,278,305","3,435,802",785,"72,796",한국,(주)씨제이이엔엠
그래비티,2013.10.17,"31,214,018,600","3,194,693",636,"80,584",미국,"(주)스튜디오디에이치엘,주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)"
감기,2013.8.14,"21,774,884,000","3,117,859",806,"55,046",한국,아이러브시네마
토르: 다크 월드,2013.10.30,"22,525,808,500","3,039,889",733,"78,095",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
레드: 더 레전드,2013.7.18,"21,511,371,970","3,004,649",739,"55,733",미국,롯데쇼핑㈜롯데엔터테인먼트
친구 2,2013.11.14,"21,795,237,513","2,969,900",968,"69,856",한국,롯데쇼핑㈜롯데엔터테인먼트
어바웃 타임,2013.12.5,"20,908,973,000","2,856,065",568,"49,967",영국,유니버설픽쳐스인터내셔널 코리아(유)
나우 유 씨 미 : 마술사기단,2013.8.22,"19,146,691,869","2,718,227",691,"54,658",미국,롯데쇼핑㈜롯데엔터테인먼트
소원,2013.10.2,"18,529,862,600","2,711,083",651,"72,329",한국,롯데쇼핑㈜롯데엔터테인먼트
퍼시픽 림,2013.7.11,"20,477,374,512","2,539,113","1,005","55,655",미국,워너브러더스 코리아(주)
화이: 괴물을 삼킨 아이,2013.10.9,"17,695,412,795","2,394,453",817,"59,049",한국,(주)쇼박스
컨저링,2013.9.17,"16,353,225,777","2,262,758",563,"48,616",미국,워너브러더스 코리아(주)
맨 오브 스틸,2013.6.13,"17,092,964,063","2,182,227",998,"55,514",미국,워너브러더스 코리아(주)
용의자,2013.12.24,"15,629,492,500","2,176,752",807,"26,814",한국,(주)쇼박스
호빗: 스마우그의 폐허,2013.12.12,"16,564,184,549","2,115,878",811,"35,223",미국,워너브러더스 코리아(주)
몽타주,2013.5.16,"15,002,458,500","2,095,592",544,"53,195",한국,(주)넥스트엔터테인먼트월드(NEW)
터보,2013.7.25,"13,116,737,000","1,924,414",634,"28,783",미국,(주)씨제이이엔엠
연애의 온도,2013.3.21,"13,798,864,446","1,865,195",567,"57,847",한국,롯데쇼핑㈜롯데엔터테인먼트
지.아이.조 2,2013.3.28,"14,457,048,500","1,855,917",766,"62,627",미국,(주)씨제이이엔엠
분노의 질주: 더 맥시멈,2013.5.22,"13,210,338,042","1,790,916",657,"44,371",미국,유니버설픽쳐스인터내셔널 코리아(유)
공범,2013.10.24,"12,333,110,882","1,766,285",611,"51,425",한국,(주)씨제이이엔엠
집으로 가는 길,2013.12.11,"12,373,339,745","1,763,231",740,"39,811",한국,(주)씨제이이엔엠
전설의 주먹,2013.4.10,"12,777,314,500","1,744,585",724,"57,593",한국,(주)씨제이이엔엠
파파로티,2013.3.14,"11,825,934,000","1,716,429",552,"53,601",한국,(주)쇼박스
스타트렉 다크니스,2013.5.30,"12,964,828,000","1,605,271",607,"40,504",미국,(주)씨제이이엔엠
라이프 오브 파이,2013.1.1,"15,812,506,500","1,588,373",392,"32,722",미국,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)"
오블리비언,2013.4.11,"11,165,841,500","1,515,356",634,"47,871",미국,유니버설픽쳐스인터내셔널 코리아(유)
위대한 개츠비,2013.5.16,"10,581,329,643","1,445,248",562,"36,008",미국,워너브러더스 코리아(주)
다이하드: 굿 데이 투 다이,2013.2.6,"10,825,703,000","1,438,056",459,"33,055",미국,이십세기폭스코리아(주)
런닝맨,2013.4.4,"10,060,239,500","1,422,844",567,"45,995",한국,이십세기폭스코리아(주)
미스터 고,2013.7.17,"9,337,976,000","1,328,888",840,"38,263",한국,(주)쇼박스
결혼전야,2013.11.21,"8,434,175,719","1,212,843",524,"38,819",한국,씨너스엔터테인먼트(주)
깡철이,2013.10.2,"8,572,344,462","1,209,363",707,"43,102",한국,(주)씨제이이엔엠
엘리시움,2013.8.29,"9,017,994,500","1,207,732",588,"31,515",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
더 웹툰: 예고살인,2013.6.27,"8,537,683,070","1,201,457",541,"35,931",한국,(주)씨제이이엔엠
웜 바디스,2013.3.14,"8,361,708,124","1,169,839",477,"37,960",미국,(주)씨제이이엔엠
고령화 가족,2013.5.9,"8,169,492,153","1,141,222",583,"37,524",한국,(주)씨제이이엔엠
헝거게임: 캣칭 파이어,2013.11.21,"7,850,816,000","1,125,739",630,"33,686",미국,롯데쇼핑㈜롯데엔터테인먼트
더 울버린,2013.7.25,"7,849,518,000","1,075,333",707,"26,905",미국,이십세기폭스코리아(주)
동창생,2013.11.6,"7,010,197,126","1,048,280",660,"36,401",한국,(주)쇼박스
에픽 : 숲속의 전설,2013.8.7,"6,748,072,000","978,785",471,"18,377",미국,이십세기폭스코리아(주)
전국노래자랑,2013.5.1,"6,687,636,000","978,413",581,"41,649",한국,롯데쇼핑㈜롯데엔터테인먼트
슈퍼배드 2,2013.9.12,"6,605,655,500","962,862",424,"17,373",미국,유니버설픽쳐스인터내셔널 코리아(유)
잭 더 자이언트 킬러,2013.2.28,"7,376,481,000","956,154",507,"27,115",미국,워너브러더스 코리아(주)
크루즈 패밀리,2013.5.16,"6,540,951,500","941,824",525,"21,734",미국,(주)씨제이이엔엠
뽀로로 극장판 슈퍼썰매 대모험,2013.1.23,"6,826,641,500","931,342",459,"19,941",한국,"(주)넥스트엔터테인먼트월드(NEW),(주)씨제이이엔엠"
개구쟁이 스머프 2,2013.8.1,"5,993,979,500","921,788",478,"15,485",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
몬스터 호텔,2013.1.17,"6,080,221,500","884,885",489,"16,647",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
열한시,2013.11.28,"6,097,792,000","870,785",512,"32,536",한국,(주)씨제이이엔엠
몬스터 대학교,2013.9.12,"5,879,223,500","870,605",385,"15,172",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
남쪽으로 튀어,2013.2.6,"5,970,851,500","832,894",428,"23,088",한국,롯데쇼핑㈜롯데엔터테인먼트
하늘에서 음식이 내린다면 2,2013.11.21,"5,411,562,500","797,850",545,"16,340",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
잭 리처,2013.1.17,"5,758,577,000","784,031",431,"19,868",미국,(주)씨제이이엔엠
더 파이브,2013.11.14,"5,343,797,000","731,212",501,"27,308",한국,(주)씨제이이엔엠
더 임파서블,2013.1.17,"4,445,235,500","622,704",407,"19,595",스페인,롯데쇼핑㈜롯데엔터테인먼트
인시디어스: 두번째 집,2013.12.5,"4,001,137,000","577,748",405,"18,653",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
섀도우 헌터스: 뼈의 도시,2013.9.12,"4,034,176,500","571,074",374,"18,273",미국,롯데쇼핑㈜롯데엔터테인먼트
화이트 하우스 다운,2013.6.27,"4,015,707,500","569,500",480,"19,850",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
애프터 어스,2013.5.30,"3,831,856,167","537,920",484,"19,867",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
사이코메트리,2013.3.7,"3,978,495,129","534,273",429,"23,487",한국,(주)씨제이이엔엠
퍼시 잭슨과 괴물의 바다,2013.9.12,"3,791,349,609","519,584",409,"17,054",미국,이십세기폭스코리아(주)
남자사용설명서,2013.2.14,"3,606,654,257","507,913",372,"17,238",한국,(주)쇼박스
다이노소어 어드벤처 3D,2013.12.19,"4,140,930,000","507,164",464,"8,994",미국,이십세기폭스코리아(주)
무서운 이야기 2,2013.6.5,"3,393,667,500","495,522",337,"18,509",한국,롯데쇼핑㈜롯데엔터테인먼트
캐치미,2013.12.18,"3,293,262,500","480,434",517,"16,151",한국,롯데쇼핑㈜롯데엔터테인먼트
썬더와 마법저택,2013.12.24,"3,109,415,000","459,295",422,"6,081",벨기에,(주)씨제이이엔엠
노브레싱,2013.10.30,"2,991,824,739","451,669",584,"24,912",한국,(주)나이너스엔터테인먼트
클라우드 아틀라스,2013.1.9,"3,385,615,727","449,344",382,"13,627",미국,(주)넥스트엔터테인먼트월드(NEW)
창수,2013.11.28,"3,146,542,000","429,141",415,"19,471",한국,"(주)마인스 엔터테인먼트,(주)박수엔터테인먼트"
명탐정 코난 : 수평선상의 음모,2013.8.7,"2,465,123,000","389,871",316,"8,196",일본,(주)씨제이이엔엠
론 레인저,2013.7.4,"2,750,149,500","387,527",401,"14,155",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
스토커,2013.2.28,"2,829,265,174","378,874",329,"15,590",미국,이십세기폭스코리아(주)
오즈 그레이트 앤드 파워풀,2013.3.7,"2,886,185,000","350,563",425,"15,582",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
미나문방구,2013.5.16,"2,247,017,000","334,323",385,"16,653",한국,롯데쇼핑㈜롯데엔터테인먼트
차이니즈 조디악,2013.2.27,"2,211,711,500","315,305",300,"13,432",중국,롯데쇼핑㈜롯데엔터테인먼트
빌리와 용감한 녀석들 2,2013.2.21,"2,006,325,000","306,837",289,"7,410",인도,(주)에스비에스콘텐츠허브
이스케이프 플랜,2013.12.5,"2,106,938,679","292,892",287,"10,331",미국,판씨네마(주)
눈의 여왕,2013.2.7,"1,846,221,000","276,913",316,"6,528",러시아,(주)넥스트엔터테인먼트월드(NEW)
롤러코스터,2013.10.17,"1,913,087,600","270,148",374,"14,726",한국,(주)씨제이이엔엠
헨젤과 그레텔: 마녀 사냥꾼 3D,2013.2.14,"2,122,205,602","269,510",297,"10,624",미국,(주)씨제이이엔엠
파이스토리 : 악당상어 소탕작전,2013.1.10,"1,808,263,000","267,440",298,"7,483",미국,(주)에스비에스콘텐츠허브
장고:분노의 추적자,2013.3.21,"1,883,634,000","260,144",342,"11,792",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
밤의 여왕,2013.10.17,"1,762,892,500","252,475",333,"13,286",한국,(주)인벤트스톤
명량,2014.7.30,"135,748,398,910","17,613,682","1,587","188,611",한국,(주)씨제이이엔엠
겨울왕국,2014.1.16,"82,461,504,400","10,296,101","1,010","157,683",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
인터스텔라,2014.11.6,"80,671,424,300","10,105,247","1,410","166,218",미국,워너브러더스 코리아(주)
해적: 바다로 간 산적,2014.8.6,"66,370,682,706","8,666,046",910,"133,350",한국,롯데쇼핑㈜롯데엔터테인먼트
수상한 그녀,2014.1.22,"62,705,348,249","8,657,982","1,027","136,975",한국,(주)씨제이이엔엠
국제시장,2014.12.17,"41,089,567,596","5,345,677",966,"63,603",한국,(주)씨제이이엔엠
트랜스포머: 사라진 시대,2014.6.25,"44,012,752,845","5,295,836","1,602","107,875",미국,(주)씨제이이엔엠
군도: 민란의 시대,2014.7.23,"36,988,022,499","4,774,931","1,394","67,237",한국,(주)쇼박스
엣지 오브 투모로우,2014.6.4,"38,732,961,201","4,699,307",801,"94,559",미국,워너브러더스 코리아(주)
엑스맨: 데이즈 오브 퓨처 패스트,2014.5.22,"34,654,558,766","4,313,871","1,056","82,722",미국,이십세기폭스코리아(주)
어메이징 스파이더맨 2,2014.4.23,"34,869,101,800","4,168,353","1,312","91,715",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
타짜-신의 손,2014.9.3,"32,373,120,927","4,015,361",890,"80,584",한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스"
혹성탈출: 반격의 서막,2014.7.10,"31,514,053,095","4,002,560",956,"72,881",미국,이십세기폭스코리아(주)
캡틴 아메리카: 윈터 솔져,2014.3.26,"31,711,040,385","3,963,251","1,106","110,109",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
역린,2014.4.30,"29,894,266,890","3,849,552","1,054","83,296",한국,롯데쇼핑㈜롯데엔터테인먼트
"님아, 그 강을 건너지 마오",2014.11.27,"29,845,829,479","3,846,378",806,"67,170",한국,"CGV아트하우스,(주)대명문화공장"
신의 한 수,2014.7.3,"28,812,027,456","3,566,852",794,"77,109",한국,(주)쇼박스
끝까지 간다,2014.5.29,"27,007,303,900","3,450,305",645,"84,875",한국,(주)쇼박스
비긴 어게인,2014.8.13,"27,098,834,504","3,427,524",525,"82,684",미국,판씨네마(주)
드래곤 길들이기 2,2014.7.23,"23,979,935,189","3,000,056",829,"51,924",미국,(주)씨제이이엔엠
표적,2014.4.30,"22,256,769,300","2,841,828",716,"72,255",한국,(주)씨제이이엔엠
메이즈 러너,2014.9.18,"21,489,367,677","2,812,427",655,"71,048",미국,이십세기폭스코리아(주)
호빗: 다섯 군대 전투,2014.12.17,"21,428,483,344","2,509,887",926,"43,833",미국,워너브러더스 코리아(주)
나의 사랑 나의 신부,2014.10.8,"16,636,404,305","2,141,155",629,"69,681",한국,씨네그루(주)다우기술
논스톱,2014.2.27,"16,066,549,940","2,084,482",582,"58,217",미국,(주)넥스트엔터테인먼트월드(NEW)
인투 더 스톰,2014.8.28,"16,157,166,332","2,078,698",585,"45,899",미국,워너브러더스 코리아(주)
노아,2014.3.20,"15,514,373,500","2,026,594",952,"56,722",미국,(주)씨제이이엔엠
남자가 사랑할 때,2014.1.22,"14,510,222,300","1,979,311",531,"41,123",한국,(주)넥스트엔터테인먼트월드(NEW)
루시,2014.9.3,"16,468,076,039","1,974,893",641,"44,585",미국,유니버설픽쳐스인터내셔널 코리아(유)
기술자들,2014.12.24,"13,652,480,148","1,778,083",641,"24,416",한국,롯데쇼핑㈜롯데엔터테인먼트
나를 찾아줘,2014.10.23,"14,017,716,731","1,764,233",689,"50,846",미국,이십세기폭스코리아(주)
제보자,2014.10.2,"13,515,762,802","1,755,181",676,"58,358",한국,메가박스중앙(주)플러스엠
피끓는 청춘,2014.1.22,"11,688,382,888","1,676,040",679,"36,082",한국,롯데쇼핑㈜롯데엔터테인먼트
두근두근 내 인생,2014.9.3,"12,291,081,634","1,624,601",629,"40,158",한국,(주)씨제이이엔엠
우아한 거짓말,2014.3.13,"11,728,460,300","1,619,188",573,"57,492",한국,CGV아트하우스
300: 제국의 부활,2014.3.6,"13,395,159,700","1,593,116",720,"54,902",미국,워너브러더스 코리아(주)
엑소더스: 신들과 왕들,2014.12.3,"12,442,681,926","1,511,195",865,"43,742",미국,이십세기폭스코리아(주)
해무(海霧),2014.8.13,"11,706,782,519","1,475,507",584,"33,490",한국,(주)넥스트엔터테인먼트월드(NEW)
인간중독,2014.5.14,"11,284,912,400","1,441,973",682,"44,057",한국,(주)넥스트엔터테인먼트월드(NEW)
말레피센트,2014.5.29,"10,776,965,900","1,397,526",554,"38,894",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
폼페이: 최후의 날,2014.2.20,"10,303,127,700","1,373,873",561,"43,288",미국,롯데쇼핑㈜롯데엔터테인먼트
퓨리,2014.11.20,"10,367,640,686","1,362,114",590,"37,155",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
드라큘라: 전설의 시작,2014.10.8,"10,607,703,908","1,321,751",477,"46,483",미국,유니버설픽쳐스인터내셔널 코리아(유)
가디언즈 오브 갤럭시,2014.7.31,"11,098,239,184","1,311,190",539,"22,417",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
찌라시: 위험한 소문,2014.2.20,"9,111,748,087","1,221,427",560,"37,426",한국,(주)씨제이이엔엠
빅매치,2014.11.27,"8,952,096,578","1,177,438",627,"38,527",한국,(주)넥스트엔터테인먼트월드(NEW)
슬로우 비디오,2014.10.2,"8,913,092,219","1,169,562",618,"40,665",한국,이십세기폭스코리아(주)
방황하는 칼날,2014.4.10,"7,828,891,800","989,906",594,"38,850",한국,(주)씨제이이엔엠
로보캅,2014.2.13,"7,299,641,958","979,509",627,"29,686",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
우리는 형제입니다,2014.10.23,"7,263,255,399","970,373",566,"41,638",한국,(주)쇼박스
애나벨,2014.10.2,"7,083,492,943","926,027",464,"29,000",미국,워너브러더스 코리아(주)
헝거게임: 모킹제이,2014.11.20,"6,400,058,044","854,377",630,"28,796",미국,롯데쇼핑㈜롯데엔터테인먼트
월터의 상상은 현실이 된다,2013.12.31,"6,134,220,799","834,348",373,"22,938",미국,"글뫼 주식회사,이십세기폭스코리아(주)"
카트,2014.11.13,"5,912,676,633","812,490",544,"28,547",한국,(주)리틀빅픽쳐스
관능의 법칙,2014.2.13,"5,858,771,500","781,516",591,"30,630",한국,롯데쇼핑㈜롯데엔터테인먼트
그랜드 부다페스트 호텔,2014.3.20,"6,019,756,082","774,699",241,"26,377",미국,"(주)피터팬픽쳐스,이십세기폭스코리아(주)"
리오 2,2014.5.1,"5,669,231,900","765,961",598,"14,929",미국,이십세기폭스코리아(주)
"안녕, 헤이즐",2014.8.13,"5,833,905,000","749,146",326,"17,946",미국,이십세기폭스코리아(주)
고질라,2014.5.15,"5,972,847,963","709,734",610,"25,335",미국,워너브러더스 코리아(주)
트랜센던스,2014.5.14,"5,478,536,500","696,436",417,"23,243",미국,롯데쇼핑㈜롯데엔터테인먼트
상의원,2014.12.24,"5,293,724,564","676,632",466,"13,809",한국,"(주)쇼박스,(주)와우픽쳐스"
플랜맨,2014.1.9,"4,528,561,558","632,299",458,"20,459",한국,롯데쇼핑㈜롯데엔터테인먼트
우는 남자,2014.6.4,"4,924,852,800","603,495",508,"22,322",한국,(주)씨제이이엔엠
타잔 3D,2014.1.9,"4,452,845,000","597,142",527,"12,994",독일,(주)싸이더스
패션왕,2014.11.6,"4,367,545,379","594,871",523,"25,487",한국,(주)넥스트엔터테인먼트월드(NEW)
황제를 위하여,2014.6.11,"4,754,501,771","592,435",423,"26,736",한국,유나이티드픽처스(주)
더 울프 오브 월스트리트,2014.1.9,"4,490,682,000","585,082",395,"13,735",미국,주식회사 우리네트웍스
스텝 업: 올 인,2014.9.3,"4,337,490,134","564,589",325,"15,372",미국,(주)나이너스엔터테인먼트
몬스터,2014.3.13,"4,138,207,515","526,557",527,"25,460",한국,롯데쇼핑㈜롯데엔터테인먼트
눈의 여왕 2: 트롤의 마법거울,2014.12.24,"3,623,421,700","498,320",479,"6,508",러시아,씨네그루(주)다우기술
노예 12년,2014.2.27,"3,644,423,700","498,043",326,"19,373",미국,"판씨네마(주),(주)프레인글로벌"
또 하나의 약속,2014.2.6,"3,533,799,400","497,613",192,"14,847",한국,영화사올(주)
엔더스 게임,2013.12.31,"3,695,768,000","487,679",458,"18,384",미국,롯데쇼핑㈜롯데엔터테인먼트
소녀괴담,2014.7.2,"3,554,806,054","481,696",455,"19,432",한국,(주)리틀빅픽쳐스
조선미녀삼총사,2014.1.29,"3,471,341,321","480,361",388,"14,031",한국,(주)쇼박스
넛잡: 땅콩 도둑들,2014.1.29,"3,283,691,800","478,993",382,"10,817",한국,(주)싸이더스
마담 뺑덕,2014.10.2,"3,728,980,590","471,172",536,"21,636",한국,(주)씨제이이엔엠
신이 보낸 사람,2014.2.13,"3,068,195,600","424,258",285,"12,684",한국,"주식회사 마운틴픽쳐스,(주)마인스 엔터테인먼트"
다이버전트,2014.4.16,"3,297,769,011","424,045",511,"21,396",미국,롯데쇼핑㈜롯데엔터테인먼트
주온 : 끝의 시작,2014.7.16,"3,071,127,231","410,644",394,"15,339",일본,(주)넥스트엔터테인먼트월드(NEW)
좋은 친구들,2014.7.10,"3,222,101,031","407,228",371,"17,831",한국,(주)씨제이이엔엠
닌자터틀,2014.8.28,"3,321,120,147","400,329",479,"15,188",미국,(주)씨제이이엔엠
